City,Label,Month,Year,Date,Day of Week,Area,SQKM,Count_000,Count_010,Count_015
Velykodolynske,feb_2020_02,2,2020,2/2/2020 8:58,6,0.001347083,10.9537128,8167,979,285
Velykodolynske,feb_2022_26,2,2022,2/26/2022 8:42,5,0.007964072,64.27471154,78560,15117,6620
Velykodolynske,jan_2019_09,1,2019,1/9/2019 8:53,2,0.005014106,41.09640188,341,29,8
Velykodolynske,jan_2019_17,1,2019,1/17/2019 9:23,3,0.00112686,9.219552547,2102,330,121
Velykodolynske,jan_2020_11,1,2020,1/11/2020 9:15,5,0.000527691,4.266903968,4233,338,129
Velykodolynske,jan_2020_14,1,2020,1/14/2020 8:59,1,0.000601388,5.008547832,1074,91,26
Velykodolynske,jul_2019_25,7,2019,7/25/2019 8:45,3,0.005322688,42.80299344,40998,8786,4570
Velykodolynske,jul_2021_20,7,2021,7/20/2021 9:20,1,0.008584559,68.79968219,24322,7200,4467
Velykodolynske,jul_2021_31,7,2021,7/31/2021 9:15,5,0.008584559,68.79995082,46046,15649,9442
Velykodolynske,jun_2019_30,6,2019,6/30/2019 9:19,6,0.008584559,68.7996831,84111,18592,11212
Velykodolynske,jun_2021_29,6,2021,6/29/2021 8:54,1,0.001929369,15.98984253,6663,1314,759
Velykodolynske,mar_2020_08,3,2020,3/8/2020 9:17,6,0.008345161,67.32771287,21562,6742,4925
Velykodolynske,mar_2021_23,3,2021,3/23/2021 9:04,1,0.004116233,33.51005186,30372,8964,5732
Velykodolynske,mar_2022_16,3,2022,3/16/2022 9:19,2,0.003652424,29.37944098,3888,334,113
Velykodolynske,mar_2022_27,3,2022,3/27/2022 9:15,6,0.005843834,47.17285581,11168,738,143
Velykodolynske,mar_2022_30,3,2022,3/30/2022 8:43,2,0.000246764,2.023246227,572,48,11
Velykodolynske,may_2020_04,5,2020,5/4/2020 9:17,0,0.006832995,55.51519164,82013,16128,8550
Velykodolynske,may_2021_22,5,2021,5/22/2021 8:54,5,0.000309191,2.537712851,1058,68,18
Velykodolynske,may_2022_12,5,2022,5/12/2022 9:20,3,0.00373656,31.2063226,11883,2323,918
Velykodolynske,may_2022_20,5,2022,5/20/2022 9:00,4,0.008584559,68.79968219,72431,16745,7533
Velykodolynske,nov_2020_27,11,2020,11/27/2020 8:45,4,0.000914273,7.573399238,8840,731,317
Velykodolynske,sep_2020_20,9,2020,9/20/2020 9:11,6,0.002404558,19.68838049,18013,3031,1740
Velykodolynske,sep_2020_27,9,2020,9/27/2020 8:56,6,0.006785812,54.73356336,52421,9112,4131
Velykodolynske,sep_2021_09,9,2021,9/9/2021 8:59,3,0.008584559,68.79968219,59981,10073,5569
Vinnytsia,apr_2019_06,4,2019,4/6/2019 9:17,5,0.001038974,8.026510466,3648,329,97
Vinnytsia,apr_2020_03,4,2020,4/3/2020 9:27,4,0.027579567,212.525271,118898,37887,22597
Vinnytsia,aug_2019_07,8,2019,8/7/2019 9:23,2,0.027579567,212.5252607,223378,64379,43228
Vinnytsia,aug_2020_26,8,2020,8/26/2020 9:17,2,0.009099682,68.68113219,124625,22546,12714
Vinnytsia,feb_2019_21,2,2019,2/21/2019 9:35,3,0.027579567,212.5252759,3560,72,6
Vinnytsia,feb_2022_23,2,2022,2/23/2022 9:32,2,0.027579567,212.5252922,172654,37413,19243
Vinnytsia,mar_2020_04,3,2020,3/4/2020 9:25,2,0.019409069,150.3132867,15678,3063,1609
Vinnytsia,mar_2020_12,3,2020,3/12/2020 9:18,3,0.017810824,137.6386325,170599,52833,32496
Vinnytsia,mar_2022_31,3,2022,3/31/2022 8:58,3,0.027579567,212.5252722,262827,68590,47199
Vinnytsia,sep_2020_06,9,2020,9/6/2020 9:26,6,0.021036567,158.1167647,100118,22916,15067
Vinnytsia,sep_2020_14,9,2020,9/14/2020 9:16,0,0.008965985,67.61865364,85605,21812,13640
Zaporizhzhia,apr_2019_20,4,2019,4/20/2019 9:02,5,0.009841319,78.16016023,67421,6659,1623
Zaporizhzhia,apr_2019_27,4,2019,4/27/2019 9:02,5,0.007047198,55.95520645,62434,14830,9673
Zaporizhzhia,aug_2021_27,8,2021,8/27/2021 8:52,4,0.058417301,459.9928288,218607,41086,25158
Zaporizhzhia,b_s1,8,2021,8/27/2021 8:52,4,0.058417301,459.9928288,218607,41086,25158
Zaporizhzhia,feb_2019_19,2,2019,2/19/2019 8:51,1,0.001303097,10.44293387,4778,321,109
Zaporizhzhia,jan_2020_23,1,2020,1/23/2020 8:25,3,0.005354901,42.99473248,7436,685,211
Zaporizhzhia,mar_2020_19,3,2020,3/19/2020 9:04,3,0.058417301,459.9932008,155383,27460,12948
Zaporizhzhia,mar_2022_12,3,2022,3/12/2022 8:25,5,0.024945738,197.415535,80653,10891,4588
Zaporizhzhia,may_2022_06,5,2022,5/6/2022 8:51,4,0.022966583,189.261493,209067,77121,29175
Zaporizhzhia,oct_2020_09,10,2020,10/9/2020 8:49,4,0.029264021,234.2160154,93109,15797,6458
Zaporizhzhia,sep_2019_12,9,2019,9/12/2019 8:56,3,0.033814757,269.7492163,265225,46670,29864
Zaporizhzhia,sep_2019_19,9,2019,9/19/2019 9:07,3,0.055730337,441.5245716,275769,54092,31091
Zhytomyr,aug_2019_25,8,2019,8/25/2019 9:26,6,0.021331832,159.6231489,44900,5721,2147
Zhytomyr,dec_2019_04,12,2019,12/4/2019 9:12,2,0.024781027,182.4521179,217663,17546,8700
Zhytomyr,dec_2021_04,12,2021,12/4/2021 9:11,5,0.02486459,182.5586361,120382,18121,9125
Zhytomyr,feb_2019_21,2,2019,2/21/2019 9:35,3,0.012553734,95.34743993,23038,2637,1136
Zhytomyr,feb_2020_06,2,2020,2/6/2020 9:25,3,0.01311884,99.87502929,47784,15375,10392
Zhytomyr,feb_2022_14,2,2022,2/14/2022 9:22,0,0.002310876,17.3797608,1778,283,135
Zhytomyr,feb_2022_22,2,2022,2/22/2022 9:17,1,0.022276553,166.2144544,189788,28284,14242
Zhytomyr,feb_2022_23,2,2022,2/23/2022 9:31,2,0.012332246,93.61462838,475,54,30
Zhytomyr,jan_2019_24,1,2019,1/24/2019 9:21,3,0.013161481,100.9781143,54723,10793,5313
Zhytomyr,mar_2019_23,3,2019,3/23/2019 9:44,5,0.023580663,174.1241793,194560,32360,17930
Zhytomyr,may_2021_11,5,2021,5/11/2021 8:58,1,0.000258032,1.986485816,554,113,62
Zhytomyr,sep_2020_14,9,2020,9/14/2020 9:16,0,0.020755914,154.0879173,167995,42152,26958
Zhytomyr,sep_2021_10,9,2021,9/10/2021 9:04,4,0.00031362,2.354827419,152,3,0
