City,Label,Month,Year,Date,Day of Week,Area,SQKM,Count
Bila_Tserkva,apr_2019_03,4,2019,03/04/2019 9:27,2,0.013151842,97.35937291,1822
Bila_Tserkva,apr_2019_10,4,2019,10/04/2019 9:30,2,0.00920177,70.38860057,8611
Bila_Tserkva,apr_2019_26,4,2019,26/04/2019 9:00,4,0.011810936,87.29902827,6616
Bila_Tserkva,aug_2020_26,8,2020,26/08/2020 9:16,2,0.013080353,100.6929276,9039
Bila_Tserkva,aug_2021_16,8,2021,16/08/2021 9:25,0,0.003684913,28.57308603,155
Bila_Tserkva,aug_2022_28,8,2022,28/08/2022 9:39,6,0.017629633,129.059556,1720
Bila_Tserkva,aug_2022_30,8,2022,30/08/2022 9:16,1,0.016625798,123.0360667,10429
Bila_Tserkva,jan_2019_25,1,2019,25/01/2019 9:36,4,0.008650874,65.96741673,193
Bila_Tserkva,jul_2022_06,7,2022,06/07/2022 9:07,2,0.015880331,117.7908899,6601
Bila_Tserkva,jun_2019_11,6,2019,11/06/2019 9:17,1,0.005320722,40.27323934,991
Bila_Tserkva,jun_2019_18,6,2019,18/06/2019 9:28,1,0.01367524,104.9935727,9130
Bila_Tserkva,jun_2022_30,6,2022,30/06/2022 9:14,3,0.009620866,73.95556816,1025
Bila_Tserkva,mar_2019_03,3,2019,03/03/2019 9:27,6,0.016412813,121.5336914,3650
Bila_Tserkva,mar_2021_30,3,2021,30/03/2021 9:16,1,0.016751711,123.9066546,9190
Bila_Tserkva,may_2022_12,5,2022,12/05/2022 9:18,3,0.017413801,128.5413303,5185
Bila_Tserkva,nov_2021_13,11,2021,13/11/2021 9:24,5,0.017362928,127.9063862,3651
Bila_Tserkva,oct_2020_14,10,2020,14/10/2020 9:02,2,0.001837678,14.02444263,59
Bila_Tserkva,oct_2020_27,10,2020,27/10/2020 8:55,1,0.014289718,110.033737,2672
Bila_Tserkva,oct_2021_01,10,2021,01/10/2021 9:29,4,0.017629633,129.059556,1035
Bila_Tserkva,oct_2021_26,10,2021,26/10/2021 9:08,1,0.017629633,129.0598552,1035
Cherkasy,apr_2020_18,4,2020,18/04/2020 8:58,5,0.054143955,411.7985284,2992
Cherkasy,aug_2021_15,8,2021,15/08/2021 9:01,6,0.021786759,175.261764,8654
Cherkasy,aug_2022_21,8,2022,21/08/2022 8:57,6,0.031053451,239.7484923,1658
Cherkasy,feb_2020_19,2,2020,19/02/2020 9:14,2,0.002359613,18.23107643,86
Cherkasy,jan_2019_09,1,2019,09/01/2019 9:17,2,0,278.1328015,0
Cherkasy,jul_2022_21,7,2022,21/07/2022 8:39,3,0.026963189,210.5364544,11442
Cherkasy,jun_2021_24,6,2021,24/06/2021 8:38,3,0.021340353,162.3172247,6107
Cherkasy,mar_2019_18,3,2019,18/03/2019 9:16,0,0.002201525,16.98053659,66
Cherkasy,mar_2021_30,3,2021,30/03/2021 9:17,1,0.025127777,196.0273994,13071
Cherkasy,may_2019_30,5,2019,30/05/2019 9:26,3,0.036928218,286.9587043,16304
Cherkasy,nov_2021_11,11,2021,11/11/2021 8:53,3,0.017030504,129.2647493,11323
Cherkasy,nov_2021_12,11,2021,12/11/2021 9:10,4,0.000999007,7.788997746,12
Cherkasy,sep_2020_19,9,2020,19/09/2020 8:56,5,0.028808762,226.1382524,8288
Chernihiv,apr_2019_03,4,2019,03/04/2019 9:19,2,0.01608522,113.7603389,14381
Chernihiv,apr_2022_28,4,2022,28/04/2022 9:33,3,0.015118808,111.6579085,2972
Chernihiv,aug_2019_07,8,2019,07/08/2019 9:22,2,0.002935167,21.56383092,3322
Chernihiv,aug_2019_19,8,2019,19/08/2019 9:13,0,0.003231022,23.77302101,2779
Chernihiv,aug_2022_12,8,2022,12/08/2022 9:29,4,0.01588508,117.3956491,5190
Chernihiv,feb_2020_25,2,2020,25/02/2020 9:26,1,0.015655242,115.6834016,4420
Chernihiv,feb_2022_28,2,2022,28/02/2022 9:05,0,0.016396316,120.499063,152
Chernihiv,jul_2019_26,7,2019,26/07/2019 9:31,4,0.004576029,32.65284227,3822
Chernihiv,jul_2022_22,7,2022,22/07/2022 8:53,4,0.016055965,118.5085795,5479
Chernihiv,jun_2019_21,6,2019,21/06/2019 9:20,4,0.016396316,120.4986853,1414
Chernihiv,jun_2020_16,6,2020,16/06/2020 8:56,1,0.016396316,120.4986706,12425
Chernihiv,mar_2020_03,3,2020,03/03/2020 9:35,1,0.014166905,100.744828,4710
Chernihiv,mar_2021_30,3,2021,30/03/2021 9:15,1,0.016396316,120.4986848,17718
Chernihiv,mar_2022_10,3,2022,10/03/2022 9:37,3,0.016396316,120.4986872,531
Chernihiv,mar_2022_16,3,2022,16/03/2022 9:17,2,0.005522318,39.59385408,756
Chernihiv,mar_2022_18,3,2022,18/03/2022 8:53,4,0.016396316,120.4986871,1656
Chernihiv,mar_2022_19,3,2022,19/03/2022 9:07,5,0.016396316,120.4986799,1044
Chernihiv,mar_2022_20,3,2022,20/03/2022 9:24,6,0.016396316,120.4986731,2071
Chernihiv,mar_2022_21,3,2022,21/03/2022 9:33,0,0.014934426,120.4990788,281
Chernihiv,mar_2022_22,3,2022,22/03/2022 8:55,1,0.016396316,120.4986863,180
Chernihiv,sep_2020_06,9,2020,06/09/2020 9:26,6,0.01549641,114.5630854,646
Chernihiv,sep_2021_15,9,2021,15/09/2021 9:19,2,0.016396316,120.4986872,5747
Chernihiv,sep_2022_04,9,2022,04/09/2022 8:57,6,0.009439497,69.08250419,5956
Chernivtsi,aug_2020_04,8,2020,04/08/2020 9:19,1,0.022111014,172.0755298,76
Chernivtsi,aug_2021_08,8,2021,08/08/2021 9:20,6,0.034716879,268.7931839,5722
Chernivtsi,feb_2020_23,2,2020,23/02/2020 9:23,6,0.034090469,263.9052438,1850
Chernivtsi,feb_2021_04,2,2021,04/02/2021 9:37,3,0.037495268,287.7515069,807
Chernivtsi,feb_2021_26,2,2021,26/02/2021 9:26,4,0.037495268,287.7514327,3320
Chernivtsi,jul_2019_29,7,2019,29/07/2019 9:21,0,0.026611491,210.735404,636
Chernivtsi,mar_2019_01,3,2019,01/03/2019 9:42,4,0.037495268,287.7515159,4020
Chernivtsi,mar_2019_03,3,2019,03/03/2019 9:30,6,0.037495268,287.7514504,8031
Chernivtsi,mar_2019_10,3,2019,10/03/2019 9:10,6,0.005485139,43.24719107,114
Chernivtsi,mar_2021_30,3,2021,30/03/2021 9:24,1,0.01301588,103.7967353,6966
Chernivtsi,may_2020_01,5,2020,01/05/2020 9:20,4,0.033489516,260.4807449,324
Chernivtsi,may_2022_20,5,2022,20/05/2022 9:26,4,0.023067499,177.5130871,2191
Chernivtsi,oct_2019_10,10,2019,10/10/2019 9:31,3,0.037117271,286.3649575,3910
Chernivtsi,sep_2020_25,9,2020,25/09/2020 9:05,4,0.034419225,266.6074164,464
Chernivtsi,sep_2022_19,9,2022,19/09/2022 9:31,0,0.026966366,211.5906745,12494
Chortkiv,jul_2019_29,7,2019,29/07/2019 9:20,0,0.004056895,31.86114154,6
Chortkiv,mar_2020_29,3,2020,29/03/2020 9:35,6,0.001702321,13.10821225,1
Chortkiv,mar_2021_06,3,2021,06/03/2021 9:31,5,0.001920049,14.90301806,2
Chortkiv,mar_2021_24,3,2021,24/03/2021 9:23,2,0,8.500048818,0
Chortkiv,may_2020_01,5,2020,01/05/2020 9:20,4,0.004612091,35.67743227,31
Chortkiv,sep_2020_25,9,2020,25/09/2020 9:05,4,0.007932817,62.3324435,49
Dnipro,apr_2019_22,4,2019,22/04/2019 9:22,0,0.045206372,344.771615,40208
Dnipro,apr_2019_27,4,2019,27/04/2019 9:02,5,0.018614727,144.1320269,6507
Dnipro,apr_2020_02,4,2020,02/04/2020 8:46,3,0.062236963,474.4863962,18974
Dnipro,apr_2020_10,4,2020,10/04/2020 8:53,4,0.032407167,266.3536863,20949
Dnipro,aug_2019_14,8,2019,14/08/2019 9:33,2,0.055131949,422.4485842,16758
Dnipro,aug_2019_24,8,2019,24/08/2019 8:53,5,0.002744635,21.35518765,98
Dnipro,aug_2022_10,8,2022,10/08/2022 9:03,2,0.00362273,28.73589636,40
Dnipro,aug_2022_27,8,2022,27/08/2022 8:38,5,0.05545305,442.9373358,3188
Dnipro,b_s1,1,2022,13/01/2022 8:32,3,0.04388908,354.241268,2740
Dnipro,feb_2020_02,2,2020,02/02/2020 8:57,6,0.032674567,268.7723547,1120
Dnipro,feb_2021_19,2,2021,19/02/2021 8:43,4,0.058257743,471.4192759,183
Dnipro,jan_2020_08,1,2020,08/01/2020 8:41,2,0.029427841,242.0635192,5623
Dnipro,jan_2020_09,1,2020,09/01/2020 8:45,3,0.000997921,7.882476306,1
Dnipro,jan_2020_16,1,2020,16/01/2020 8:33,3,0.035516919,291.9630153,3679
Dnipro,jan_2022_13,1,2022,13/01/2022 8:32,3,0.037182034,303.981931,2546
Dnipro,jul_2019_22,7,2019,22/07/2019 8:36,0,0.032358983,266.1743185,17896
Dnipro,jul_2019_24,7,2019,24/07/2019 9:00,2,0.012771613,101.2874754,1436
Dnipro,jun_2021_05,6,2021,05/06/2021 8:37,5,0.06059678,462.9802035,30709
Dnipro,jun_2021_30,6,2021,30/06/2021 8:33,2,0.008368919,67.00677152,2619
Dnipro,mar_2020_01,3,2020,01/03/2020 9:06,6,0.007551331,60.17442797,856
Dnipro,oct_2020_08,10,2020,08/10/2020 8:56,3,0.027614301,219.1539424,10303
Dnipro,oct_2021_09,10,2021,09/10/2021 8:34,5,0.006425364,50.25933706,263
Dnipro,sep_2019_01,9,2019,01/09/2019 8:32,6,0.036635228,300.6347774,13404
Dnipro,sep_2021_30,9,2021,30/09/2021 8:27,3,0.022925545,182.0511958,837
Donetsk,apr_2020_10,4,2020,10/04/2020 8:52,4,0.02132735,169.1975004,6689
Donetsk,apr_2021_25,4,2021,25/04/2021 8:34,6,0.021123022,168.5119672,8211
Donetsk,apr_2022_25,4,2022,25/04/2022 8:50,0,0.035356466,276.5685094,5311
Donetsk,apr_2022_27,4,2022,27/04/2022 8:32,2,0.003281784,26.3848413,40
Donetsk,aug_2020_04,8,2020,04/08/2020 8:31,1,0.012803854,101.8376005,8216
Donetsk,aug_2020_18,8,2020,18/08/2020 8:51,1,0.017023048,137.9215032,4448
Donetsk,b_s1,10,2021,16/10/2021 8:44,5,0.059059962,465.3035169,5283
Donetsk,dec_2019_20,12,2019,20/12/2019 8:27,4,0.002572728,20.48536092,30
Donetsk,feb_2020_16,2,2020,16/02/2020 8:45,6,0.015948086,126.1435318,103
Donetsk,feb_2022_15,2,2022,15/02/2022 8:46,1,0.058306993,460.6495455,1594
Donetsk,jan_2020_02,1,2020,02/01/2020 8:34,3,0.010975678,87.86863222,77
Donetsk,jul_2020_06,7,2020,06/07/2020 8:48,0,0.044984106,363.9952403,4443
Donetsk,jul_2020_12,7,2020,12/07/2020 8:40,6,0.001471057,11.54825226,4
Donetsk,jul_2021_08,7,2021,08/07/2021 8:34,3,0.010697971,86.1654439,5532
Donetsk,jul_2021_13,7,2021,13/07/2021 8:17,1,0.010057658,79.85889618,217
Donetsk,jul_2022_07,7,2022,07/07/2022 8:17,3,0.023951678,192.2314647,252
Donetsk,jul_2022_19,7,2022,19/07/2022 8:41,1,0.017300995,134.4383685,446
Donetsk,jul_2022_20,7,2022,20/07/2022 8:36,2,0.022871962,179.600186,5839
Donetsk,jul_2022_27,7,2022,27/07/2022 8:32,2,0.030905902,250.0993991,2929
Donetsk,jul_2022_30,7,2022,30/07/2022 8:40,5,0.012585485,102.5453323,606
Donetsk,jun_2019_27,6,2019,27/06/2019 8:58,3,0.016027596,129.425508,1232
Donetsk,jun_2021_21,6,2021,21/06/2021 8:47,0,0.035199038,283.2998185,11687
Donetsk,jun_2022_01,6,2022,01/06/2022 8:38,2,0.041931266,339.9077697,20218
Donetsk,jun_2022_13,6,2022,13/06/2022 8:32,0,0.024333558,196.6812646,1937
Donetsk,jun_2022_17,6,2022,17/06/2022 8:51,4,0.010004486,80.5307639,189
Donetsk,mar_2020_17,3,2020,17/03/2020 8:37,1,0.058799664,464.5496866,14454
Donetsk,mar_2022_11,3,2022,11/03/2022 8:45,4,0.018729765,151.3671889,505
Donetsk,mar_2022_18,3,2022,18/03/2022 8:04,4,0.029218185,231.1360068,135
Donetsk,mar_2022_26,3,2022,26/03/2022 8:09,5,0.035205151,282.2469141,741
Donetsk,mar_2022_30,3,2022,30/03/2022 9:02,2,0.050404528,402.7193138,5591
Donetsk,may_2019_20,5,2019,20/05/2019 8:59,0,0.030254012,241.547472,1002
Donetsk,may_2019_27,5,2019,27/05/2019 8:40,0,0.003159238,24.4707148,58
Donetsk,may_2019_31,5,2019,31/05/2019 8:53,4,0.01675221,132.2414525,7227
Donetsk,may_2022_07,5,2022,07/05/2022 8:38,5,0.003566402,27.88188021,12
Donetsk,may_2022_08,5,2022,08/05/2022 8:26,6,0.003464562,28.01983223,62
Donetsk,nov_2019_15,11,2019,15/11/2019 9:06,4,0.002508343,20.00382587,5
Donetsk,nov_2020_19,11,2020,19/11/2020 8:18,3,0.020462621,162.6343171,2509
Donetsk,oct_2019_03,10,2019,03/10/2019 8:49,3,0.015427596,121.5779841,1927
Donetsk,oct_2019_14,10,2019,14/10/2019 8:45,0,0.006578068,52.56434782,815
Donetsk,oct_2019_31,10,2019,31/10/2019 8:23,3,0.056825217,449.84648,1602
Donetsk,oct_2020_07,10,2020,07/10/2020 8:23,2,0.003735583,30.08795254,10
Donetsk,oct_2021_16,10,2021,16/10/2021 8:44,5,0.059059962,465.3035169,5283
Donetsk,oct_2021_21,10,2021,21/10/2021 8:54,3,0.024605084,197.4247819,1947
Donetsk,sep_2019_24,9,2019,24/09/2019 8:46,1,0.053182426,404.7749135,18006
Donetsk,sep_2019_25,9,2019,25/09/2019 9:02,2,0.003163789,24.51041644,39
Donetsk,sep_2020_26,9,2020,26/09/2020 8:20,5,0.001329727,10.4977772,22
Donetsk,sep_2021_14,9,2021,14/09/2021 8:37,1,0.015361677,124.2236587,8612
Donetsk,sep_2021_15,9,2021,15/09/2021 8:51,2,0.020525609,162.9972831,757
Donetsk,sep_2022_02,9,2022,02/09/2022 8:27,4,0.006648089,53.52832043,413
Donetsk,sep_2022_03,9,2022,03/09/2022 8:13,5,0.032862408,264.1772118,1151
Drohobych,jan_2019_19,1,2019,19/01/2019 9:48,5,0.02847753,212.3457437,408
Drohobych,mar_2019_17,3,2019,17/03/2019 9:47,6,0.021608222,168.3093955,3329
Drohobych,mar_2019_23,3,2019,23/03/2019 9:32,5,0.018989078,142.9348486,1427
Drohobych,nov_2019_12,11,2019,12/11/2019 9:17,1,0.028441652,212.3155577,110
Drohobych,nov_2020_19,11,2020,19/11/2020 9:34,3,0.023592605,177.1276141,863
Drohobych,nov_2021_13,11,2021,13/11/2021 9:44,5,0.025797488,196.5205438,268
Drohobych,oct_2021_06,10,2021,06/10/2021 9:46,2,0.028416341,212.25076,856
Hremiach,apr_2019_23,4,2019,23/04/2019 8:50,1,0.004498957,31.21178959,12
Hremiach,aug_2020_23,8,2020,23/08/2020 9:14,6,0.001426721,10.22124313,2
Hremiach,may_2019_03,5,2019,03/05/2019 9:23,4,0,20.77843966,0
Hremiach,may_2019_20,5,2019,20/05/2019 8:58,0,0,8.324629369,0
Ivano-Frankivsk,apr_2022_20,4,2022,20/04/2022 9:30,2,0.020195754,152.5688689,3469
Ivano-Frankivsk,aug_2019_17,8,2019,17/08/2019 9:20,5,0.016790152,127.0473963,696
Ivano-Frankivsk,aug_2022_25,8,2022,25/08/2022 9:37,3,0.018694279,146.1725146,15507
Ivano-Frankivsk,feb_2019_07,2,2019,07/02/2019 9:50,3,0.01553908,121.9616571,1222
Ivano-Frankivsk,jan_2019_19,1,2019,19/01/2019 9:41,5,0.013601677,107.4508799,696
Ivano-Frankivsk,jan_2020_02,1,2020,02/01/2020 9:39,3,0,122.8635024,0
Ivano-Frankivsk,jan_2020_25,1,2020,25/01/2020 9:35,5,0.021487578,162.8645032,7335
Ivano-Frankivsk,jan_2022_21,1,2022,21/01/2022 9:13,4,0.021891101,163.0015784,2444
Ivano-Frankivsk,jul_2019_21,7,2019,21/07/2019 9:15,6,0.021891101,163.0013701,1660
Ivano-Frankivsk,jul_2020_16,7,2020,16/07/2020 9:18,3,0.016249101,122.8367909,1719
Ivano-Frankivsk,jul_2021_25,7,2021,25/07/2021 9:35,6,0.012845269,100.7746479,4412
Ivano-Frankivsk,jul_2022_18,7,2022,18/07/2022 9:51,0,0.008100265,63.82180967,288
Ivano-Frankivsk,jul_2022_21,7,2022,21/07/2022 9:41,3,0.015247051,119.5722994,2190
Ivano-Frankivsk,mar_2021_03,3,2021,03/03/2021 9:41,2,0.014756905,115.8159966,3932
Ivano-Frankivsk,mar_2022_21,3,2022,21/03/2022 9:41,0,0.021550153,161.4806242,11139
Ivano-Frankivsk,may_2022_06,5,2022,06/05/2022 9:40,4,0.012315505,96.97567435,5006
Ivano-Frankivsk,may_2022_18,5,2022,18/05/2022 9:50,2,0.01650549,125.3648124,13428
Ivano-Frankivsk,nov_2019_29,11,2019,29/11/2019 9:32,4,0.019863301,149.9003862,3636
Ivano-Frankivsk,oct_2021_22,10,2021,22/10/2021 9:43,4,0.002645663,20.61574817,36
Kamyanets-Podilskyi,aug_2021_08,8,2021,08/08/2021 9:20,6,0.009059509,69.61341819,1075
Kamyanets-Podilskyi,feb_2019_08,2,2019,08/02/2019 9:14,4,0.009059509,69.61341819,362
Kamyanets-Podilskyi,feb_2019_16,2,2019,16/02/2019 9:20,5,0.009059509,69.61340051,291
Kamyanets-Podilskyi,feb_2019_19,2,2019,19/02/2019 9:34,1,0.009059509,69.61341819,1688
Kamyanets-Podilskyi,feb_2020_23,2,2020,23/02/2020 9:23,6,0.009059509,69.61341819,271
Kamyanets-Podilskyi,feb_2021_25,2,2021,25/02/2021 9:17,3,0.009059509,69.61341819,1164
Kamyanets-Podilskyi,jun_2022_04,6,2022,04/06/2022 9:25,5,0.008655542,67.04744025,3625
Kamyanets-Podilskyi,mar_2020_27,3,2020,27/03/2020 9:07,4,0.009059509,69.61341819,1148
Kamyanets-Podilskyi,may_2021_07,5,2021,07/05/2021 9:15,4,0.009059509,69.61341819,5117
Katerynivka,apr_2020_04,4,2020,04/04/2020 9:13,5,0.038594732,284.2258048,133
Katerynivka,aug_2021_16,8,2021,16/08/2021 8:55,0,0.026455227,196.3046816,12
Katerynivka,feb_2020_29,2,2020,29/02/2020 9:02,5,0.023917477,177.9770156,332
Katerynivka,jul_2020_25,7,2020,25/07/2020 8:46,5,0.046365317,338.129903,585
Katerynivka,mar_2019_18,3,2019,18/03/2019 8:38,0,0.024316218,180.4718538,645
Katerynivka,mar_2019_27,3,2019,27/03/2019 9:04,2,0.026547322,196.9101248,1101
Katerynivka,sep_2020_06,9,2020,06/09/2020 9:03,6,0.009525005,70.11482173,12
Kharkiv,apr_2020_02,4,2020,02/04/2020 8:46,3,0.023814609,180.4374109,19519
Kharkiv,apr_2020_07,4,2020,07/04/2020 8:30,1,0.050908227,386.9416952,34766
Kharkiv,apr_2022_05,4,2022,05/04/2022 8:37,1,0.033870641,261.8792278,15325
Kharkiv,apr_2022_07,4,2022,07/04/2022 7:56,3,0.026640563,204.4244065,194
Kharkiv,apr_2022_16,4,2022,16/04/2022 8:36,5,0.004127057,31.83548719,45
Kharkiv,apr_2022_22,4,2022,22/04/2022 8:40,4,0.008257136,63.58161886,251
Kharkiv,apr_2022_24,4,2022,24/04/2022 8:41,6,0.013146268,102.1790265,1136
Kharkiv,apr_2022_25,4,2022,25/04/2022 8:50,0,0.000694533,5.379301058,11
Kharkiv,aug_2021_02,8,2021,02/08/2021 8:55,0,0.023484399,183.4344723,38827
Kharkiv,aug_2022_22,8,2022,22/08/2022 8:49,0,0.025064165,195.8411937,23212
Kharkiv,b_s1,11,2021,17/11/2021 8:57,2,0.040098906,309.758364,6596
Kharkiv,feb_2021_19,2,2021,19/02/2021 8:44,4,0.039790464,311.9319088,133
Kharkiv,feb_2022_20,2,2022,20/02/2022 9:01,6,0.050908227,386.9440486,8612
Kharkiv,jan_2021_18,1,2021,18/01/2021 8:23,0,0.040852547,312.8393838,100
Kharkiv,jan_2022_13,1,2022,13/01/2022 8:48,3,0.021330058,163.3518401,11075
Kharkiv,jul_2021_14,7,2021,14/07/2021 8:54,2,0.026305116,206.8529841,48267
Kharkiv,jul_2021_15,7,2021,15/07/2021 9:03,3,0.0358709,281.7636185,24391
Kharkiv,jul_2022_09,7,2022,09/07/2022 8:41,5,0.02982375,231.316517,14196
Kharkiv,jun_2019_16,6,2019,16/06/2019 8:22,6,0.012333723,95.12468024,2268
Kharkiv,jun_2020_09,6,2020,09/06/2020 8:34,1,0.050908227,386.942224,45689
Kharkiv,jun_2020_14,6,2020,14/06/2020 8:58,6,0.020407293,157.5441719,6131
Kharkiv,jun_2021_24,6,2021,24/06/2021 8:37,3,0.021283405,165.8416842,14063
Kharkiv,jun_2022_15,6,2022,15/06/2022 8:26,2,0.035313132,275.8172485,4211
Kharkiv,mar_2020_01,3,2020,01/03/2020 9:05,6,0.050908227,386.9422281,20063
Kharkiv,mar_2022_16,3,2022,16/03/2022 9:16,2,0.047359945,364.7925962,12
Kharkiv,mar_2022_17,3,2022,17/03/2022 8:30,3,0.015247451,120.5348921,651
Kharkiv,mar_2022_19,3,2022,19/03/2022 9:06,5,0.025188865,193.0003,1013
Kharkiv,mar_2022_22,3,2022,22/03/2022 8:57,1,0.017184662,134.2343788,706
Kharkiv,mar_2022_23,3,2022,23/03/2022 8:20,2,0.022091707,169.3998982,251
Kharkiv,may_2021_22,5,2021,22/05/2021 8:53,5,0.030505464,241.4630307,23047
Kharkiv,may_2021_25,5,2021,25/05/2021 9:01,1,0.027839143,219.2321477,59819
Kharkiv,may_2021_28,5,2021,28/05/2021 8:32,4,0.023772772,185.4277148,12080
Kharkiv,may_2022_05,5,2022,05/05/2022 8:36,3,0.0313666,245.9317619,8969
Kharkiv,may_2022_08,5,2022,08/05/2022 8:51,6,0.005502522,42.01936457,1195
