location_name,snapshot,AOI_area_sqkm,AOI_area_covered_sqkm,AOI_area_covered_perc,Perc_area_covered_by_feature,N_features_in_img,Image_resolution,Number_of_img_tiles_downloaded,Stitched_img_width,Stitched_img_height,Total_downloaded_imagery_MB,Stitched_img_file_size_MB,Geotiff_img_file_size_MB
Nizhyn,sep_2021_13,95.59734218,95.59734218,1,1,1,0.4,349,27494,34111,96.44226837,821.8814363,105.0197086
Nizhyn,mar_2019_13,95.59734218,95.59734218,1,1,1,0.5,265,21995,27289,47.76777744,408.8218966,52.22396946
Nizhyn,mar_2022_16,95.59734218,14.54384353,0.152136484,0.152,1,0.5,247,16013,10769,7.428759575,62.88468361,8.480260849
Storozhynets,mar_2019_01,131.7621763,54.9089579,0.41672777,0.417,1,0.5,213,13496,24031,24.75287914,211.3826761,26.67970943
Storozhynets,mar_2019_03,131.7621763,41.76749658,0.316991551,0.317,1,0.4,190,16863,24434,32.46414948,276.4444246,35.17274475
Storozhynets,oct_2019_10,131.7621763,27.69576406,0.210195102,0.21,1,0.4,116,18386,17302,25.38623238,205.9899654,28.02830505
Storozhynets,feb_2020_23,131.7621763,5.269779491,0.03999463,0.04,1,0.4,332,12252,9922,4.959323883,40.43565845,5.746897697
Storozhynets,may_2020_01,131.7621763,73.25661826,0.55597608,"0.374,0.182",2,0.5,258,28637,29330,28.74077034,280.3814478,33.87800503
Storozhynets,aug_2020_04,131.7621763,20.19518969,0.153270007,0.153,1,0.4,304,14047,18068,22.003438,161.7078362,24.29502773
Storozhynets,sep_2020_25,131.7621763,33.78217996,0.256387538,0.256,1,0.5,146,7774,23635,17.93135834,149.5668116,19.21516037
Storozhynets,feb_2021_04,131.7621763,81.1728053,0.616055439,0.616,1,0.5,198,22484,20768,19.01221275,157.3320446,19.42513275
Storozhynets,feb_2021_26,131.7621763,98.93881303,0.750889336,0.751,1,0.5,126,21267,26067,73.97386265,553.2725592,80.78970242
Storozhynets,aug_2021_08,131.7621763,33.91214866,0.257373926,0.257,1,0.5,308,19403,11601,22.99290085,196.846159,25.18733978
Kolomyiska,sep_2019_13,522.1012778,142.5965468,0.273120471,0.273,1,0.5,134,25188,34782,65.41386509,561.5329685,70.99098873
Kolomyiska,feb_2021_21,522.1012778,302.9081822,0.58017131,0.58,1,0.4,501,42703,60694,187.3942852,1476.838269,196.0378685
Kolomyiska,oct_2021_25,522.1012778,46.70263701,0.089451298,0.089,1,0.5,146,12193,24289,19.15961552,183.8720045,21.10741711
Kolomyiska,nov_2021_26,522.1012778,230.1589931,0.440832082,0.441,1,0.3,451,54198,56655,267.7200689,2193.761694,282.1159563
Kolomyiska,jul_2022_26,522.1012778,231.4207713,0.443248812,0.443,1,0.5,190,38226,30773,158.1094694,1351.876537,171.7580919
Kolomyiska,sep_2022_05,522.1012778,200.9367462,0.384861625,0.385,1,0.5,201,34160,31582,80.36808777,668.89007,86.15735531
Merefa,oct_2019_20,135.3287483,129.1095132,0.954043504,0.954,1,0.3,469,33638,56475,251.8201838,2021.827822,272.9341774
Merefa,mar_2020_01,135.3287483,20.4243283,0.150923795,0.151,1,0.3,335,12851,38075,19.78216839,198.6416416,22.42609596
Merefa,apr_2020_07,135.3287483,135.3287319,0.999999879,"0.719,0.281",2,0.4,286,29680,42356,119.969408,1015.200352,129.3694181
Merefa,jun_2020_09,135.3287483,135.3290744,1.000002409,"0.996,0.004",2,0.4,286,29680,42356,100.2580967,893.3570414,108.1954298
Merefa,oct_2020_09,135.3287483,32.92931271,0.243328288,0.243,1,0.5,360,22109,8265,23.75887871,192.6263018,25.6674633
Merefa,jan_2021_18,135.3287483,16.42423761,0.121365473,0.121,1,0.5,221,11252,8461,4.090760231,39.67997837,3.648999214
Merefa,feb_2022_20,135.3287483,88.36719792,0.652981713,0.653,1,0.5,238,23716,20870,75.38049507,542.1507158,82.91381073
Merefa,sep_2022_01,135.3287483,13.31032681,0.098355501,0.098,1,0.5,153,8490,10037,8.198728561,64.10432148,8.923460007
Velyki_Kopani,jul_2019_12,103.241381,2.62538988,0.025429628,0.025,1,0.3,331,5795,10500,2.18115139,17.53208733,2.266720772
Velyki_Kopani,aug_2019_19,103.241381,2.961792146,0.028688033,0.029,1,0.3,158,6322,11375,5.578573227,45.86745739,6.209328651
Velyki_Kopani,mar_2021_04,103.241381,30.21220161,0.292636551,0.293,1,0.3,126,25988,20994,42.32098103,346.9363222,45.42998123
Velyki_Kopani,apr_2021_25,103.241381,23.58333531,0.228429096,0.228,1,0.4,232,7915,21551,14.13789654,116.3492403,14.82403469
Velyki_Kopani,may_2021_06,103.241381,89.21734096,0.864162607,"0.618,0.247",2,0.5,215,20685,33198,38.59776497,352.5392742,43.20118999
Velyki_Kopani,may_2021_27,103.241381,70.98349972,0.687548917,0.688,1,0.5,175,21952,21862,30.16493988,270.3804636,33.10773087
Velyki_Kopani,aug_2021_22,103.241381,23.78202788,0.23035364,0.23,1,0.5,266,9914,25206,5.873265266,54.83914375,6.726403236
Velyki_Kopani,mar_2022_16,103.241381,88.2580549,0.854870925,0.855,1,0.5,244,25748,31936,46.37632275,403.9019136,52.26920795
Velyki_Kopani,apr_2022_22,103.241381,44.81232776,0.434053936,0.434,1,0.4,184,22138,24150,42.44704342,357.8584709,46.81136036
Velyki_Kopani,jul_2022_16,103.241381,86.23492183,0.83527478,"0.832,0.003",2,0.32,294,40887,47928,116.8100729,1005.920684,131.4953995
Kamyanets-Podilskyi,feb_2019_16,69.61341819,69.61340051,0.999999746,"0.776,0.224",2,0.5,205,20245,24599,39.20510769,342.2535944,43.42089176
Kamyanets-Podilskyi,feb_2020_23,69.61341819,69.61341819,1,1,1,0.5,205,20245,24599,27.02742195,247.4448605,29.55236912
Kamyanets-Podilskyi,mar_2020_27,69.61341819,69.61341819,1,1,1,0.5,205,20245,24599,34.05370903,309.3202705,37.92028809
Kamyanets-Podilskyi,feb_2021_25,69.61341819,69.61341819,1,1,1,0.5,205,20245,24599,62.86378765,491.113555,70.20065022
Kamyanets-Podilskyi,may_2021_07,69.61341819,69.61341819,1,1,1,0.3,256,33741,40998,59.5648365,532.5798569,64.77854443
Kamyanets-Podilskyi,aug_2021_08,69.61341819,69.61341819,1,1,1,0.5,205,20245,24599,49.37305164,426.4068413,54.73813343
Kamyanets-Podilskyi,feb_2019_08,69.61341819,69.61341819,1,1,1,0.5,205,20245,24599,42.28845692,367.3358879,46.95022202
Kamyanets-Podilskyi,feb_2019_19,69.61341819,69.61341819,1,1,1,0.3,256,33741,40998,163.4965982,1283.346169,181.9124575
Kamyanets-Podilskyi,jun_2022_04,69.61341819,67.04744025,0.963139607,0.963,1,0.3,245,29692,39656,118.68083,956.4256992,130.6445618
Bila_Tserkva,jan_2019_25,129.059556,65.96741673,0.511139343,0.511,1,0.3,242,33645,33520,68.38899612,567.2227011,74.02615643
Bila_Tserkva,apr_2019_10,129.059556,70.38860057,0.545396271,0.545,1,0.3,276,24427,45368,61.52596951,537.4050951,65.73929787
Bila_Tserkva,apr_2019_26,129.059556,87.29902827,0.676424365,0.676,1,0.4,209,23767,35504,70.28166389,629.2256155,76.49867058
Bila_Tserkva,jun_2019_11,129.059556,40.27323934,0.312051588,0.312,1,0.3,164,23089,31548,47.75464249,409.1541481,52.04144764
Bila_Tserkva,jun_2019_18,129.059556,104.9935727,0.813528079,0.814,1,0.3,356,38951,46681,192.7881088,1522.568279,211.1540518
Bila_Tserkva,aug_2020_26,129.059556,100.6929276,0.780205129,0.78,1,0.3,381,44871,38125,129.7470703,1095.475609,140.8608208
Bila_Tserkva,oct_2020_14,129.059556,14.02444263,0.108666441,0.109,1,0.5,224,4951,20126,7.201909065,55.89664555,7.843959808
Bila_Tserkva,oct_2020_27,129.059556,110.033737,0.852581091,"0.832,0.021",2,0.3,398,47521,42074,194.1160841,1583.92325,212.0187731
Bila_Tserkva,mar_2021_30,129.059556,123.9066546,0.960073461,0.96,1,0.3,271,48854,47338,254.4700184,1937.56821,278.8502684
Bila_Tserkva,aug_2021_16,129.059556,28.57308603,0.221394579,0.221,1,0.5,384,21979,13221,16.11778545,141.0577459,18.1574297
Bila_Tserkva,oct_2021_01,129.059556,129.059556,1,1,1,0.5,164,33273,28403,85.52780247,726.2975216,94.510355
Bila_Tserkva,oct_2021_26,129.059556,129.0598552,1.000002318,"0.887,0.113",2,0.5,164,33273,28403,95.75817108,827.8431826,106.2115192
Bila_Tserkva,nov_2021_13,129.059556,127.9063862,0.991064825,0.991,1,0.3,281,51494,47338,194.9744539,1591.193923,212.710043
Bila_Tserkva,may_2022_12,129.059556,128.5413303,0.9959846,0.996,1,0.4,287,41592,35504,92.84147453,792.6642561,102.189456
Bila_Tserkva,mar_2019_03,129.059556,121.5336914,0.941686886,0.942,1,0.3,260,51494,47338,216.8406057,1745.187266,240.4444094
Bila_Tserkva,apr_2019_03,129.059556,97.35937291,0.754375545,0.754,1,0.5,119,21390,28403,61.74848843,534.2611027,67.68899345
Bila_Tserkva,jun_2022_30,129.059556,73.95556816,0.573034423,0.573,1,0.5,224,32838,14982,28.30566311,247.332737,30.88591957
Bila_Tserkva,jul_2022_06,129.059556,117.7908899,0.912686309,0.913,1,0.4,269,33669,35504,99.68859005,849.2361174,108.08325
Bila_Tserkva,aug_2022_28,129.059556,129.059556,1,1,1,0.5,164,33273,28403,56.65446472,472.7300148,62.31813717
Bila_Tserkva,aug_2022_30,129.059556,123.0360667,0.953327831,0.953,1,0.3,276,47533,47338,204.455636,1551.937739,223.1980543
Oleksandriya,jan_2019_20,90.08631842,90.08631842,1,1,1,0.5,238,21470,26223,48.0073595,408.9834948,47.67729282
Oleksandriya,mar_2019_18,90.08631842,90.08631842,1,1,1,0.5,238,21470,26223,56.63002205,475.3322811,61.77436066
Oleksandriya,nov_2019_23,90.08631842,1.063444396,0.011804727,0.012,1,0.5,286,6417,1562,0.739141464,4.964609146,0.631258965
Oleksandriya,feb_2020_19,90.08631842,90.08631842,1,1,1,0.5,238,21470,26223,42.16173267,374.5726271,46.00131512
Oleksandriya,dec_2021_26,90.08631842,90.08631842,1,1,1,0.5,238,21470,26223,44.75727367,380.4700346,49.07414627
Oleksandriya,feb_2022_21,90.08631842,90.08631842,1,1,1,0.4,307,26837,32779,73.85053158,637.845418,80.31034565
Oleksandriya,feb_2021_14,90.08631842,90.08631842,1,1,1,0.5,238,21470,26223,72.5767231,567.7805586,79.88075542
Alchevsk,may_2019_29,143.2770685,143.2771661,1.000000682,"0.998,0.002",2,0.5,157,34991,26742,92.09252071,772.0499077,101.1293592
Alchevsk,jul_2019_03,143.2770685,63.28444799,0.441692789,0.442,1,0.4,250,18309,32416,53.72290897,440.561697,58.80242062
Alchevsk,jul_2019_28,143.2770685,91.12329846,0.635993599,0.636,1,0.5,105,19530,26742,36.21395016,320.4911127,38.85247993
Alchevsk,jul_2019_29,143.2770685,5.218070317,0.036419438,0.036,1,0.3,178,5763,13007,4.96671772,41.80628872,5.123436928
Alchevsk,aug_2019_24,143.2770685,139.2116062,0.971625171,0.972,1,0.5,150,31736,26742,88.6728878,741.2731895,96.61642838
Alchevsk,sep_2019_12,143.2770685,143.2770739,1.000000038,"0.572,0.428",2,0.3,292,58318,44570,266.9634905,2145.454272,292.468955
Alchevsk,oct_2019_09,143.2770685,67.22795098,0.469216405,0.469,1,0.4,137,24412,23306,59.44484425,522.1961317,64.18179512
Alchevsk,dec_2019_16,143.2770685,143.2770685,1,1,1,0.5,157,34991,26742,92.26037025,734.9607706,98.09109879
Alchevsk,feb_2020_10,143.2770685,116.4903212,0.813042327,"0.758,0.055",2,0.3,360,40009,43896,251.8693361,2092.233951,279.5144339
Alchevsk,jul_2020_26,143.2770685,137.389359,0.958906826,0.959,1,0.5,152,30922,26742,89.85904217,732.9641991,97.94515514
Alchevsk,aug_2020_23,143.2770685,6.056077517,0.042268296,0.042,1,0.3,275,24192,4216,8.736229897,70.45785427,9.259437561
Alchevsk,sep_2020_20,143.2770685,90.64559436,0.632659471,0.633,1,0.5,218,24412,18645,47.05153656,379.2825298,50.53708839
Alchevsk,sep_2020_24,143.2770685,14.5136971,0.101298116,0.101,1,0.4,525,8644,27098,15.08504009,125.5545111,16.73095989
Alchevsk,oct_2020_15,143.2770685,10.29148111,0.071829227,0.072,1,0.5,196,6915,11349,7.030686378,58.4903698,7.679186821
Alchevsk,oct_2020_20,143.2770685,58.00489289,0.404844219,0.405,1,0.4,263,17292,32416,66.4357605,549.0340109,72.6572094
Alchevsk,feb_2021_23,143.2770685,55.44427587,0.386972434,0.387,1,0.3,222,24412,36474,131.0945072,948.8825274,144.610302
Alchevsk,apr_2021_25,143.2770685,14.52729606,0.10139303,0.101,1,0.4,128,11173,12653,12.2451067,104.7603645,13.38281441
Alchevsk,may_2021_29,143.2770685,59.51139759,0.415358844,0.415,1,0.3,252,24412,39848,63.31714821,534.5194626,67.88754272
Alchevsk,may_2021_31,143.2770685,55.53812982,0.387627486,0.388,1,0.5,181,14647,21885,24.93833542,225.5988617,26.96531963
Alchevsk,jun_2021_27,143.2770685,64.74711425,0.451901445,0.452,1,0.5,167,15054,25933,12.38173962,109.3916788,12.33449459
Alchevsk,jun_2021_30,143.2770685,53.05568244,0.370301284,0.37,1,0.5,179,15054,21480,19.00730705,170.7621412,20.22432518
Alchevsk,jul_2021_02,143.2770685,19.98269604,0.139468906,0.139,1,0.5,366,7323,22692,10.15400982,83.64861679,11.03230286
Alchevsk,jul_2021_10,143.2770685,30.88270381,0.215545336,0.216,1,0.5,95,19500,8907,19.06014538,156.7316837,20.6253233
Alchevsk,jul_2021_12,143.2770685,102.217667,0.713426567,0.713,1,0.3,215,39330,37824,157.3853722,1241.539602,168.3677645
Alchevsk,jul_2021_27,143.2770685,68.42676578,0.477583514,0.478,1,0.4,246,20852,28874,30.78652573,281.587121,32.50857162
Alchevsk,aug_2021_07,143.2770685,131.9780252,0.921138509,"0.828,0.093",2,0.4,286,43738,33428,148.0653992,1249.650483,162.1850615
Alchevsk,aug_2021_09,143.2770685,56.16891518,0.392030042,0.392,1,0.5,199,15868,25933,19.28708839,167.9567461,21.15498161
Alchevsk,aug_2021_25,143.2770685,26.08595062,0.182066474,0.182,1,0.5,249,8543,23299,14.41017723,115.6546383,15.82825375
Alchevsk,sep_2021_08,143.2770685,41.03708117,0.28641765,0.286,1,0.3,182,21699,30399,72.81307316,562.7573929,79.15082932
Alchevsk,oct_2021_21,143.2770685,5.919195986,0.041312933,0.041,1,0.5,95,3864,8311,3.528974533,28.16257191,3.754852295
Alchevsk,nov_2021_07,143.2770685,118.1298731,0.824485554,0.824,1,0.5,139,33363,21075,69.77013969,556.7936182,75.63610554
Alchevsk,nov_2021_18,143.2770685,37.72567803,0.263305764,0.263,1,0.4,146,26446,11151,52.18626595,377.1798735,56.86869907
Alchevsk,dec_2021_20,143.2770685,142.7408636,0.996257567,0.996,1,0.5,154,33363,26742,69.02895355,599.9257545,75.81350899
Alchevsk,jan_2022_08,143.2770685,103.9293343,0.725373121,0.725,1,0.5,115,30922,17835,67.47525311,521.5864992,73.97552109
Alchevsk,jan_2022_21,143.2770685,43.82129062,0.305849995,"0.292,0.014",2,0.5,152,20343,13784,26.33937931,219.8665609,29.06875229
Alchevsk,feb_2022_13,143.2770685,5.367258178,0.037460692,0.037,1,0.3,209,5763,13176,7.707601547,60.73213863,8.02089119
Alchevsk,apr_2022_27,143.2770685,118.8415045,0.829452373,0.829,1,0.4,238,36618,27356,75.88572311,691.8035097,80.8832674
Alchevsk,mar_2019_05,143.2770685,54.01805456,0.377018145,0.377,1,0.5,170,16275,25933,23.02433872,182.4299536,25.57790279
Alchevsk,mar_2019_14,143.2770685,126.3661619,0.881970599,0.882,1,0.4,246,32549,33428,46.85753822,433.5875721,46.20209408
Alchevsk,dec_2019_02,143.2770685,127.5652283,0.890339464,0.89,1,0.5,146,26853,26742,102.683773,832.2652655,112.2406111
Alchevsk,dec_2021_22,143.2770685,80.5834194,0.562430683,0.562,1,0.5,87,17902,26742,40.95607281,341.8563824,44.32606983
Alchevsk,may_2022_06,143.2770685,130.3128263,0.90951628,0.91,1,0.3,261,47468,44570,156.2046032,1355.967356,169.0353565
Alchevsk,jun_2022_12,143.2770685,123.7073686,0.863413594,"0.863,0.000",2,0.5,155,34167,23497,57.65039539,497.4064646,62.97053337
Alchevsk,jul_2022_15,143.2770685,14.59009213,0.101831314,"0.101,0.001",2,0.4,233,42715,27099,10.0540266,95.84329224,18.37306595
Drohobych,jan_2019_19,212.3456996,212.3457437,1.000000208,"0.992,0.008",2,0.4,434,43999,47778,219.4207067,1697.318387,241.656188
Drohobych,mar_2019_23,212.3456996,142.9348486,0.67312335,0.673,1,0.5,195,20795,35830,80.99521542,697.4615488,87.82710171
Drohobych,nov_2019_12,212.3456996,212.3155577,0.999858053,1,1,0.5,215,35199,38223,109.4366484,933.0498171,118.1966219
Drohobych,nov_2020_19,212.3456996,177.1276141,0.834147404,0.834,1,0.4,375,43999,37838,152.3129787,1353.837573,167.1105118
Drohobych,oct_2021_06,212.3456996,212.25076,0.999552901,"0.970,0.030",2,0.5,215,35199,38223,107.2524834,917.1799068,117.7048388
Drohobych,nov_2021_13,212.3456996,196.5205438,0.925474564,"0.922,0.003",2,0.5,191,34387,34235,101.8882551,930.6001797,109.914196
Drohobych,mar_2019_17,212.3456996,168.3093955,0.792619751,0.793,1,0.3,578,45330,63040,344.0687761,2615.383647,378.4673491
Pervomaisk,feb_2019_17,95.16014353,95.16014353,1,1,1,0.4,366,38451,36755,85.7193718,738.5979652,96.6146946
Pervomaisk,apr_2019_07,95.16014353,87.87054216,0.923396486,0.923,1,0.4,325,32299,36755,59.83777142,529.5363522,65.59055901
Pervomaisk,aug_2019_01,95.16014353,2.891998932,0.030390863,"0.025,0.005",2,0.4,503,13001,3384,2.248232841,17.18434048,2.238909721
Pervomaisk,dec_2019_07,95.16014353,45.22644994,0.475266727,0.475,1,0.4,183,22033,21440,34.25321579,289.3303661,37.13357925
Pervomaisk,jan_2020_30,95.16014353,89.86033982,0.944306476,0.944,1,0.3,322,45115,49006,148.2404518,1160.992958,165.2498789
Pervomaisk,feb_2020_19,95.16014353,49.39148382,0.519035407,0.519,1,0.4,197,23571,22461,44.11263084,378.3747473,48.07988453
Pervomaisk,aug_2021_08,95.16014353,95.16013055,0.999999864,"0.888,0.112",2,0.3,366,51268,49006,193.4895687,1602.704659,218.669982
Pervomaisk,aug_2021_16,95.16014353,41.43064493,0.435378126,"0.419,0.016",2,0.4,416,37937,17368,40.49774265,358.7363729,45.62955189
Pervomaisk,feb_2019_19,95.16014353,36.55023744,0.38409187,0.384,1,0.5,333,15166,16131,18.95095634,184.9925432,20.61870861
Pervomaisk,jan_2020_24,95.16014353,16.21024411,0.170346991,0.17,1,0.3,211,25633,14306,18.21626472,159.7975006,19.74569893
Pervomaisk,aug_2022_23,95.16014353,95.16014353,1,1,1,0.5,312,30761,29404,53.49056911,443.4905186,58.83763218
Velykodolynske,jan_2019_09,68.79968219,41.09640188,0.597334182,0.597,1,0.4,164,23813,17397,8.169527054,51.2730217,7.862915039
Velykodolynske,jan_2019_17,68.79968219,9.219552547,0.134005743,0.134,1,0.5,137,6557,10116,7.905089378,63.25447369,8.707595825
Velykodolynske,jun_2019_30,68.79968219,68.7996831,1.000000013,"0.966,0.034",2,0.3,244,40222,35841,125.8431139,1032.365277,140.0214968
Velykodolynske,jul_2019_25,68.79968219,42.80299344,0.622139406,0.622,1,0.4,161,16936,26881,29.75996399,275.9649382,32.82603264
Velykodolynske,aug_2019_11,68.79968219,46.260411,0.672392801,0.672,1,0.4,200,17994,26881,36.66714859,337.8352146,40.19768429
Velykodolynske,aug_2019_14,68.79968219,46.27475677,0.672601316,0.673,1,0.3,213,23992,35841,64.18526363,568.3399324,70.99729156
Velykodolynske,aug_2019_17,68.79968219,68.79968219,1,1,1,0.5,205,24133,21505,14.99810886,126.9343853,16.59629917
Velykodolynske,jan_2020_11,68.79968219,4.266903968,0.06201924,"0.058,0.004",2,0.3,78,8456,7374,3.786328316,34.76361561,3.935869217
Velykodolynske,jan_2020_14,68.79968219,5.008547832,0.072798997,0.073,1,0.4,194,9116,4345,3.471920967,28.99382019,3.458064079
Velykodolynske,feb_2020_02,68.79968219,10.9537128,0.159211677,0.159,1,0.4,169,16913,6321,7.176036835,60.1009388,7.656825066
Velykodolynske,apr_2020_19,68.79968219,7.084069816,0.102966607,0.103,1,0.4,212,12023,4609,2.835734367,25.31110859,2.744820595
Velykodolynske,apr_2020_20,68.79968219,53.1987273,0.773240887,0.773,1,0.3,226,26815,35841,58.51288605,526.9855051,63.98085117
Velykodolynske,may_2020_04,68.79968219,55.51519164,0.806910583,0.807,1,0.3,206,30339,33028,90.41890144,750.078681,98.60056305
Velykodolynske,sep_2020_20,68.79968219,19.68838049,0.286169643,0.286,1,0.4,228,11636,17389,14.73249054,131.8864412,16.01305771
Velykodolynske,sep_2020_27,68.79968219,54.73356336,0.795549654,0.796,1,0.4,216,21170,26881,50.86146069,450.9974575,55.9423008
Velykodolynske,nov_2020_27,68.79968219,7.573399238,0.110078986,0.11,1,0.3,274,17641,8614,10.29489326,91.68901253,11.22750568
Velykodolynske,mar_2021_23,68.79968219,33.51005186,0.487066957,0.487,1,0.4,197,15872,21607,28.03409386,238.2086563,30.72156811
Velykodolynske,may_2021_22,68.79968219,2.537712851,0.036885532,0.037,1,0.4,159,7398,2897,1.306671143,10.49505043,1.271431923
Velykodolynske,jun_2021_29,68.79968219,15.98984253,0.232411575,0.232,1,0.4,152,14801,8165,11.8608799,98.82548714,12.49393749
Velykodolynske,jul_2021_20,68.79968219,68.79968219,1,1,1,0.5,205,24133,21505,44.01896667,372.0456944,48.99318886
Velykodolynske,jul_2021_31,68.79968219,68.79995082,1.000003904,"0.927,0.073",2,0.5,205,24133,21505,33.36742878,296.7635698,37.18962955
Velykodolynske,aug_2021_15,68.79968219,68.29440349,0.992655799,"0.767,0.225",2,0.3,256,40219,34435,115.8704395,1008.63697,128.7861042
Velykodolynske,aug_2021_28,68.79968219,3.552245207,0.05163171,0.052,1,0.3,264,6174,13885,4.966004372,43.34322453,5.506080627
Velykodolynske,sep_2021_09,68.79968219,68.79968219,1,1,1,0.3,244,40222,35841,130.1586819,1078.128345,145.2204037
Velykodolynske,feb_2022_26,68.79968219,64.27471154,0.934229774,0.934,1,0.4,228,30159,23189,44.9044323,393.5899982,48.98644924
Velykodolynske,mar_2022_16,68.79968219,29.37944098,0.427028731,0.427,1,0.5,109,17344,10959,10.07671833,90.9308033,10.83698654
Velykodolynske,mar_2022_27,68.79968219,47.17285581,0.685655141,0.686,1,0.5,152,20312,14754,20.49982738,172.8847694,21.86295986
Velykodolynske,mar_2022_30,68.79968219,2.023246227,0.029407784,0.029,1,0.4,380,12417,2568,1.376542091,10.29349136,1.309350967
Velykodolynske,may_2022_12,68.79968219,31.2063226,0.453582366,0.454,1,0.5,259,16709,10748,17.27911663,149.9165974,18.63626575
Velykodolynske,may_2022_20,68.79968219,68.79968219,1,1,1,0.4,244,30167,26881,42.77267838,416.3181009,47.95608139
Velykodolynske,mar_2020_08,68.79968219,67.32771287,0.978604998,0.979,1,0.3,229,36694,35841,84.23553944,756.8663692,88.33465385
Velykodolynske,may_2022_28,68.79968219,68.28375474,0.99250102,0.993,1,0.5,207,24133,21084,28.36434269,258.9737282,31.43709946
Kremenchuk,jan_2019_20,306.9125358,42.45965783,0.138344489,"0.134,0.004",2,0.5,143,24525,10418,14.93685818,142.148427,13.84911346
Kremenchuk,mar_2019_18,306.9125358,8.0378901,0.026189514,0.026,1,0.5,604,2811,26898,5.355360985,40.4778614,5.595883369
Kremenchuk,apr_2019_21,306.9125358,42.70323512,0.139138126,0.139,1,0.3,412,17086,64026,60.59670639,518.2689724,68.3526125
Kremenchuk,aug_2019_26,306.9125358,18.40948916,0.059982852,0.06,1,0.3,272,9365,33319,27.96486092,228.5781898,30.16685486
Kremenchuk,sep_2019_07,306.9125358,306.9129519,1.000001356,"0.768,0.232",2,0.3,585,64327,78673,509.8141584,4163.509695,552.6043348
Kremenchuk,oct_2019_15,306.9125358,199.2001831,0.649045444,0.649,1,0.3,378,37524,77343,245.3580656,2092.684536,262.3149633
Kremenchuk,feb_2020_08,306.9125358,4.62361593,0.01506493,0.015,1,0.4,243,2634,26742,5.468736649,38.79928589,6.034757614
Kremenchuk,feb_2020_17,306.9125358,144.4061897,0.470512517,0.471,1,0.3,291,46878,41355,151.7793217,1360.780141,160.6405096
Kremenchuk,jan_2021_17,306.9125358,143.1400514,0.466387113,0.466,1,0.3,283,46878,41355,257.4887905,2100.575853,279.3707762
Kremenchuk,jan_2021_18,306.9125358,256.9122792,0.837086301,"0.680,0.157",2,0.3,490,64327,64031,471.3489866,3714.923643,517.3787737
Kremenchuk,mar_2021_04,306.9125358,297.2119654,0.968393046,"0.925,0.043",2,0.4,568,48245,59005,262.4521437,2138.147493,284.08988
Kremenchuk,aug_2021_12,306.9125358,306.9125754,1.000000129,"0.678,0.322",2,0.5,270,38596,47204,154.7076874,1309.698221,166.5303316
Kremenchuk,oct_2021_04,306.9125358,43.5463505,0.141885213,0.142,1,0.3,216,17421,64026,80.59907532,667.3130007,90.54438686
Kremenchuk,feb_2022_21,306.9125358,273.2322702,0.89026103,0.89,1,0.3,531,49586,78673,520.8040371,4039.28026,563.0630169
Kremenchuk,mar_2022_17,306.9125358,182.5749618,0.594876196,0.595,1,0.5,168,33718,29579,89.25415802,757.3895931,95.95936394
Kremenchuk,apr_2022_07,306.9125358,94.80148347,0.308887622,0.309,1,0.5,231,28545,18025,60.28722572,482.3252926,65.55431461
Kremenchuk,mar_2019_21,306.9125358,173.1450945,0.564151262,0.564,1,0.3,331,50907,48027,181.7370005,1548.472248,189.8819695
Kremenchuk,aug_2022_27,306.9125358,206.7401226,0.673612507,0.674,1,0.5,212,36137,32782,96.02100372,815.1751738,103.1561537
Sarny,jun_2019_05,135.1383596,135.1383596,1,1,1,0.3,293,40887,53440,177.9529886,1461.355471,190.2461329
Sarny,sep_2020_16,135.1383596,135.1384991,1.000001032,"0.740,0.260",2,0.5,143,24532,32064,85.45005894,711.19137,92.60154819
Sarny,feb_2022_14,135.1383596,134.8872576,0.998141889,0.998,1,0.5,144,24532,31302,88.46086884,711.906394,95.91240311
Sarny,feb_2022_27,135.1383596,135.1383596,1,1,1,0.5,143,24532,32064,68.28608608,562.84939,73.91635036
Konotop,nov_2019_15,132.9678112,132.9678112,1,1,1,0.4,295,36497,31572,69.46803856,613.1322298,73.78355026
Konotop,jul_2020_11,132.9678112,132.9678112,1,1,1,0.4,295,36497,31572,125.9685812,1029.533369,135.828126
Konotop,aug_2020_07,132.9678112,74.67901878,0.561632309,0.562,1,0.5,109,17672,25258,35.9290638,304.0117426,38.4822607
Konotop,aug_2021_16,132.9678112,132.9678112,1,1,1,0.4,295,36497,31572,118.4868937,1028.612515,126.6296625
Konotop,mar_2019_18,132.9678112,132.9678112,1,1,1,0.5,157,29197,25258,68.58972931,567.75494,74.17733955
Konotop,oct_2020_28,132.9678112,1.896967658,0.014266367,0.014,1,0.3,519,1920,17466,3.059922218,22.02905941,2.99100399
Konotop,mar_2022_21,132.9678112,85.11150289,0.640091027,0.64,1,0.5,112,17672,25258,43.3624773,383.6077051,46.39082527
Konotop,jul_2022_03,132.9678112,131.0540658,0.985607453,0.986,1,0.4,284,35536,31572,97.77851868,828.3108692,104.4613981
Konotop,aug_2022_05,132.9678112,132.9678112,1,1,1,0.5,157,29197,25258,82.56787014,697.9418621,88.48085976
Chortkiv,jul_2019_29,146.6349501,31.86114154,0.217282043,0.217,1,0.5,298,11049,22413,15.90116978,133.4905519,17.4677372
