"Longitude","Latitude"
39.3987984010423,48.5634293347247
39.4009969511831,48.5736000688549
39.4012930658699,48.5737012366347
39.3973441939842,48.5723631241338
39.398838964698,48.5633780763829
39.3959711142377,48.5664630192153
39.3878604112737,48.5727232814299
39.4032948822804,48.5630556883913
39.3959082405713,48.5677309887222
39.4055258833457,48.5753442013788
39.4081422391405,48.5944662606667
39.3961901579786,48.5678510411542
39.3956973095614,48.5676581479207
39.3987598655693,48.563463057318
39.4059903372039,48.5718640297534
39.4015688987289,48.573825335778
39.3959650296893,48.5677957361013
39.3875500993073,48.5694521898827
39.4065359183735,48.5846003787796
39.3957662677762,48.56771210407
39.4006906955823,48.5736364892556
39.4120971955746,48.5791157362102
39.3957581550451,48.5678699258065
39.4083044937635,48.5945134722972
39.4026843992616,48.5824245970618
39.4054488123998,48.5775348210377
39.4102414083248,48.5781000117009
39.3956040131533,48.5678550878654
39.4059112380752,48.5719881288966
39.3909777282168,48.6190230530859
39.4035585460426,48.5628520039279
39.4058787871506,48.572417080283
39.3876352829844,48.569360464429
39.3857287911649,48.5706877857001
39.3972306157482,48.5723064701771
39.4035889687844,48.562811536816
39.4082416200971,48.5944972854525
39.3876251420704,48.5693914892148
39.3987213300964,48.5635008266224
39.3878117348868,48.5693914892148
39.4007637101626,48.5812645398533
39.3987030764513,48.5727718419642
39.4059254353547,48.5701360840742
39.396072523377,48.5716117847557
39.396281426204,48.5678834148438
39.4085052838594,48.5945903598099
39.3947298663722,48.5661999829878
39.3972711794039,48.5723428905778
39.4019278870821,48.5740694873532
39.4059213789891,48.5818243349016
39.4081787464307,48.5766351022492
39.4053737696367,48.5641105311087
39.4033516713984,48.5630030811458
39.4025262010042,48.582378734335
39.4008914856781,48.5813238916175
39.401063881215,48.5738010555108
39.408014463625,48.5944365847846
39.4126265512819,48.5782349020739
39.3985550191079,48.5922486629332
39.3860208494862,48.5689450020799
39.3956891968303,48.5678469944431
39.4083551983331,48.5945269613345
39.4057185607105,48.5718748209832
39.3974476313064,48.5724049401494
39.4032563468074,48.5630948065995
39.3973989549195,48.5723914511121
39.4033962914197,48.562951822804
39.405751011635,48.5723631241338
39.3864771906132,48.5888062606122
39.4059801962899,48.5719476617847
39.4059213789891,48.57175072184
39.4126407485614,48.5781822948284
39.4122046892623,48.5800950403187
39.4056698843236,48.5716819277497
39.4108863704509,48.5791683434557
39.3871343218361,48.5678699258065
39.4005690046151,48.6549564995706
39.4058808153334,48.5725168991591
39.4035058132902,48.5629086578846
39.3958453669049,48.5666640058711
39.4077791944217,48.5812915179279
39.4103205074534,48.5782780669933
39.3958717332811,48.5679198352445
39.3970845865875,48.5722660030652
39.4116915590172,48.579988476924
39.3844936278478,48.5634185434948
39.4011997694617,48.5735258791497
39.3878502703598,48.57280286675
39.4102758874321,48.5789107028431
39.4117442917697,48.5800289440359
39.4082030846241,48.5944864942226
39.4002485517348,48.5646824662906
39.4058686462367,48.6632036969807
39.4186340286961,48.5810945779832
39.4054711224105,48.5638447970738
39.3908661781636,48.617659311414
39.4050837394982,48.5776319421063
39.4007332874208,48.5812065369929
39.3854955501444,48.5711855311768
39.3918457904495,48.5705852690166
39.3855989874666,48.5709103548157
39.3888197417318,48.5787582767215
39.3879638485958,48.5640889486491
39.3934460266682,48.5832717086047
39.405276416863,48.5910535342277
39.3857429884444,48.5676527523058
39.4059842526555,48.5723226570219
39.3855320574346,48.5709885912321
39.4055928133777,48.5718262604489
39.3978796342399,48.5921879622653
39.3858403412182,48.570137432978
39.4055542779047,48.5932158269082
39.4036254760746,48.5645732050884
39.4023700309296,48.5823004979186
39.4154883171939,48.5727610507344
39.3981534389161,48.591858829755
39.3976991259719,48.5874182386732
39.4034267141615,48.5629100067883
39.404505707404,48.5732331670401
39.3988592465259,48.5626793442504
39.3958859305606,48.5679751402975
39.3953078984664,48.5670862127389
39.4120748855639,48.579161598937
39.3927686136175,48.583465950742
39.3875521274901,48.5693631622365
39.4109411313862,48.5798400975136
39.386992349041,48.5678119229461
39.4060025063006,48.5721823710338
39.3855969592838,48.570888772356
39.3887244171408,48.5887077906399
39.3858119466592,48.5702763700622
39.4155795854193,48.5727934244239
39.4060167035801,48.6567303079766
39.4080874782053,48.5944784008002
39.4013478268052,48.6499669046704
39.4054386714859,48.5772636913878
39.4114927971041,48.5789794969333
39.3960421006352,48.5663915273175
39.4058057725703,48.5724899210845
39.3947278381894,48.5679130907259
39.4069740058554,48.5643762651437
39.3992770521799,48.5730659029775
39.4044266082753,48.5668528523935
39.395397138509,48.5664454834668
39.3959670578721,48.5661460268385
39.4038668298262,48.6341928244424
39.4001187480364,48.5647269801137
39.3895762539112,48.5731967466394
39.4058422798604,48.5725101546404
39.3856963402403,48.5702359029503
39.3963990608056,48.5679333242818
39.4059923653867,48.5722552118353
39.3867733053,48.5926641252823
39.3912576174414,48.5826781909632
39.4037410824934,48.6477695404929
39.3919715377823,48.570593362439
39.4053068396048,48.5637692584649
39.384834362556,48.5634873375851
39.4011551494404,48.5735191346311
39.4008529502052,48.5737187723832
39.4017128997068,48.5738509649488
39.4058767589678,48.5724535006837
39.4200233339049,48.5758122709734
39.3905761480251,48.6197622523303
39.3987639219349,48.5665021374234
39.3858362848526,48.5702318562391
39.4032746004525,48.5628951688473
39.3918660722774,48.570558290942
39.4022422554141,48.6459390781302
39.3974780540482,48.5915404884745
39.4155390217636,48.5727812842903
39.4034388832582,48.5629882432047
39.4100609000567,48.5794044016085
39.3849986453617,48.6124269138422
39.4102880565288,48.5782551356299
39.3895965357391,48.5731266036454
39.410144055551,48.5787650212402
39.3854691837682,48.5709751021948
39.4117199535762,48.5745631861187
39.3961759606991,48.5662417990034
39.405941660817,48.5912086581568
39.3905153025415,48.5638097255768
39.4031752194959,48.5630044300495
39.4009726129896,48.568553819998
39.4057570961834,48.5637139534119
39.3875237329311,48.5693928381186
39.3961516225057,48.5677539200856
39.4054548969482,48.5775955217055
39.3962347779999,48.5661851450467
39.3988024574079,48.5635777141351
39.3932574056691,48.5826013034505
39.3855685647247,48.5708631431851
39.390529499821,48.5694967037058
39.4117949963394,48.5799979192501
39.4035707151394,48.5625633385295
39.411721981759,48.5801166227784
39.3892497164826,48.5690340297262
39.4002810026594,48.5647876807816
39.4032786568181,48.5855432624874
39.4023233827255,48.6580495358253
39.412616410368,48.5782861604157
39.3855645083592,48.5709548686388
39.3859518912714,48.5703249305965
