cloudCover,offNadirAngle,sunElevation,sunAzimuth,legacyId,city,acquisitionDate,date
"0.06980387,0.15204868","17.70297,21.437529","33.344032,33.35848","166.04707,166.3571","1030050083F8E000,1030050083F8E100",Chernivtsi,"2019-03-01 09:42:08,2019-03-01 09:42:16",mar_2019_01
"0,0","9.781606,15.078942","30.114584,30.14562","161.09541,161.27988","103005009AF8F400,103005009AF8F300",Chernivtsi,"2020-02-23 09:23:56,2020-02-23 09:23:45",feb_2020_23
0.09577185,24.798618,55.174515,157.14752,10300100A5576E00,Chernivtsi,2020-05-01 09:20:18,may_2020_01
"0,0","25.688927,14.938793","33.602844,33.546047","162.79301,162.45595","1050050048DD5100,1050050048DD5000",Chernivtsi,"2019-03-03 09:30:24,2019-03-03 09:30:02",mar_2019_03
0.077192694,12.679078,56.342403,151.93001,10300500A5F9B100,Chernivtsi,2020-08-04 09:19:22,aug_2020_04
0.075173095,24.192272,35.04631,156.98277,103001008D266E00,Chernivtsi,2019-03-10 09:10:52,mar_2019_10
"0.17183693,0.16198547","21.752123,23.23249","24.682943,24.630554","166.00981,165.73022","10300500ADF98600,10300500ADF98500",Chernivtsi,"2021-02-04 09:36:59,2021-02-04 09:36:49",feb_2021_04
0,21.711962,58.197342,151.75957,103001009798C300,Chernivtsi,2019-07-29 09:21:34,jul_2019_29
0,21.509056,55.005264,162.34232,1040050018DC4100,Mykolaiv,2019-08-19 09:13:50,aug_2019_19
0.0011374304,29.080212,51.539295,166.88211,103005009DF90200,Mykolaiv,2020-04-12 09:19:31,apr_2020_12
0.407103,27.773254,32.90431,160.0416,1040010071B22A00,Mykolaiv,2022-02-27 08:57:51,feb_2022_27
0,24.05744,35.488064,161.29788,1050010014D2DE00,Mykolaiv,2019-03-05 09:02:54,mar_2019_05
0.11927308,15.799215,45.74411,159.37483,104005003FDC5300,Mykolaiv,2022-03-31 08:59:30,mar_2022_31
0.0048093153,29.580637,65.264824,164.86948,1040050016DC5400,Mykolaiv,2019-07-07 09:30:11,jul_2019_07
"0.0,0.0071546426,0.052658424","13.380216,18.355013,8.470538","25.731833,25.656784,25.898651","162.62242,162.3502,162.50523","10300500ADF99700,10300500ADF99600,10300500ADF99800",Mykolaiv,"2021-02-05 09:00:30,2021-02-05 09:00:18,2021-02-05 09:00:48",feb_2021_05
0.18056376,30.940886,23.77907,165.72375,10300100A1A06300,Mykolaiv,2020-01-30 09:09:18,jan_2020_30
0.0066986163,27.320982,60.92666,149.591,10300100D258E500,Mykolaiv,2022-05-21 08:47:26,may_2022_21
0,4.5847664,39.224644,159.38269,105005000ADD4F01,Mykolaiv,2022-03-15 08:57:12,mar_2022_15
0,25.816347,66.18616,166.15019,1040050015DC8400,Mykolaiv,2019-06-18 09:28:37,jun_2019_18
0,14.32051,21.230759,164.69948,10300100B15FC300,Mykolaiv,2021-01-17 09:01:14,jan_2021_17
"0,0","16.555649,12.659049","23.129337,23.140015","164.00153,164.00496","1050050083DD8000,1050050083DD8400",Mykolaiv,"2020-01-25 09:01:54,2020-01-25 09:01:12",jan_2020_25
"0.031606797,0.033827342","14.803555,20.762644","24.92848,24.89533","160.35982,160.20818","10300500C5F9B900,10300500C5F9BA00",Mykolaiv,"2022-02-04 08:51:23,2022-02-04 08:51:39",b_s1
0.052675556,25.554499,17.842487,161.38528,10300100B1130400,Mykolaiv,2020-12-27 08:36:00,dec_2020_27
0.08114212,19.855774,34.805138,166.76868,1030050095F93A00,Mykolaiv,2019-10-11 08:55:03,oct_2019_11
"0.031606797,0.033827342","14.803555,20.762644","24.92848,24.89533","160.35982,160.20818","10300500C5F9B900,10300500C5F9BA00",Mykolaiv,"2022-02-04 08:51:23,2022-02-04 08:51:39",feb_2022_04
0.18971181,27.210197,20.89874,166.25806,10400100632A8900,Mykolaiv,2020-11-27 08:44:24,nov_2020_27
0,35.233788,39.51763,167.66028,105054001ADDC800,Mykolaiv,2022-03-13 09:22:59,mar_2022_13
0.042705867,26.673532,55.658924,162.70639,10400100680A2600,Mykolaiv,2021-04-24 09:09:58,apr_2021_24
0,29.63354,25.067719,169.05177,104005003ADCD200,Mykolaiv,2021-11-11 08:54:13,b_s2
0.03594868,3.6199605,62.31882,149.67075,103005008EF99600,Mykolaiv,2019-07-16 09:00:08,jul_2019_16
0.1907162,24.907108,60.795773,149.66147,104001005AA53F00,Mykolaiv,2020-05-21 08:47:31,may_2020_21
0,7.857848,49.43746,161.90604,1040050021DC5000,Mykolaiv,2020-04-08 09:07:14,apr_2020_08
0,36.91487,59.709095,161.41115,1040010076446900,Mykolaiv,2022-05-09 09:09:18,may_2022_09
0.015425215,9.575573,64.21241,149.9209,1040050033DC6700,Mykolaiv,2021-06-19 08:58:49,jun_2021_19
0.0073515126,20.947058,63.364044,159.32292,10300100BF465900,Mykolaiv,2021-05-27 09:10:06,may_2021_27
0,29.63354,25.067719,169.05177,104005003ADCD200,Mykolaiv,2021-11-11 08:54:13,nov_2021_11
0,31.316696,20.860634,167.37881,10300100B2867D00,Kovel,2021-02-01 09:46:02,feb_2021_01
0.12044066,27.193155,58.110435,167.81485,10400100774DFC00,Kovel,2022-05-18 09:50:25,may_2022_18
0,17.782587,27.73908,163.86241,10300100B3D6EA00,Kovel,2021-02-23 09:36:20,feb_2021_23
0.08569981,24.60688,37.514633,164.95807,103001008E1D9800,Kovel,2019-03-20 09:41:10,mar_2019_20
"0.0,0.020003924","11.756337,21.48192","61.50848,61.462997","149.7749,150.13014","10300100BE29AA00,10300100BFB2FD00",Odessa,"2021-05-22 08:54:27,2021-05-22 08:54:53",may_2021_22
0,6.5620127,56.84731,154.2611,105005006DDD6F00,Odessa,2019-08-11 09:05:24,aug_2019_11
0,13.468238,40.591312,162.93047,10500500B6DD8100,Odessa,2020-09-27 08:56:33,sep_2020_27
"0.0,0.0,0.04393935,0.13168043","23.673227,29.596645,18.594322,18.528656","58.941242,58.841896,58.98064,58.882988","162.79727,163.03772,163.14453,162.6547","1040050022DCDA00,1040050022DCD900,1040050022DCDC00,1040050022DCDB00",Odessa,"2020-05-04 09:17:26,2020-05-04 09:17:10,2020-05-04 09:18:12,2020-05-04 09:17:36",may_2020_04
"0.059326466,0.10066915","19.607212,14.843537","20.981882,20.967358","167.9323,167.72061","104005001DDCC300,104005001DDCC200",Odessa,"2020-01-11 09:16:18,2020-01-11 09:15:26",jan_2020_11
0.012250288,23.446783,53.311398,155.73015,1040050022DBF500,Odessa,2020-04-20 08:57:59,apr_2020_20
"0.028213251,0.07498714","19.487171,18.021732","20.714144,20.766386","163.48314,163.75616","1050050082DD8E00,1050050082DD8F00",Odessa,"2020-01-14 08:59:38,2020-01-14 09:00:45",jan_2020_14
0,11.349457,24.694757,160.92043,1030050099F8BC00,Odessa,2020-02-02 08:58:32,feb_2020_02
0,22.956469,25.042587,157.49478,104001006526D800,Odessa,2021-02-05 08:46:27,feb_2021_05
0.07189785,41.206562,45.206577,163.04337,10300100D0773400,Odessa,2022-03-27 09:15:22,mar_2022_27
0.3321197,32.36913,38.603806,156.5001,10300100CF217200,Odessa,2022-03-14 08:53:34,mar_2022_14
"0,0","8.21035,26.871626","55.32435,55.38806","154.09273,154.44705","104001006D0E9700,104001006DA8D700",Odessa,"2021-08-15 09:02:24,2021-08-15 09:03:01",aug_2021_15
0.008120299,27.596483,21.101881,171.0474,10300100CA82B000,Odessa,2021-12-03 09:10:48,dec_2021_03
0.0013928041,27.048086,45.87505,164.63007,10300100BCA6F700,Odessa,2021-03-28 09:19:27,mar_2021_28
"0.03346028,0.017755961","30.028503,35.203697","31.588247,31.657362","154.11052,154.53737","104005003EDBF200,104005003EDBF300",Odessa,"2022-02-26 08:42:02,2022-02-26 08:42:47",feb_2022_26
0.0025825247,8.1890135,36.076992,157.18959,10300100B6C78400,Odessa,2021-03-07 08:54:40,mar_2021_07
0.050297003,7.467924,59.541435,154.11476,10300100BE11F900,Odessa,2021-05-11 08:59:36,may_2021_11
0.01681924,16.70678,29.304655,170.22339,104001006FC3BB00,Odessa,2021-10-30 09:05:36,oct_2021_30
"0,0","28.197565,3.947439","63.112503,61.657215","165.2122,152.77779","10300100D34AE300,1050050019DED300",Odessa,"2022-05-20 09:25:20,2022-05-20 09:00:21",may_2022_20
0.07008791,22.865868,58.983723,142.52306,105005006ADD4600,Odessa,2019-07-25 08:45:48,jul_2019_25
0,19.434856,19.893063,162.53561,1050010013D61C00,Odessa,2019-01-09 08:53:19,jan_2019_09
0.13000342,37.079536,41.006775,164.62312,10300100D0C6F800,Odessa,2022-03-16 09:19:55,mar_2022_16
0,18.147207,22.150375,169.0104,1030050081F92000,Odessa,2019-01-17 09:23:25,jan_2019_17
"0.09502027,0.067206524","18.90991,16.595013","53.73851,53.697964","160.4059,160.0671","1050050094DD5300,1050050094DD5200",Odessa,"2020-04-19 09:09:35,2020-04-19 09:08:45",apr_2020_19
0.008120299,27.596483,21.101881,171.0474,10300100CA82B000,Odessa,2021-12-03 09:10:48,b_s1
0.06699379,26.747458,21.021585,165.14001,1040010062166B00,Odessa,2020-11-27 08:44:48,nov_2020_27
0.36795083,36.624924,39.64603,163.90903,1040010074321C00,Odessa,2022-03-13 09:17:10,mar_2022_13
"0.029940873,0.025625275,0.00919717","13.786258,21.714645,27.952755","65.47477,65.39629,65.33968","156.73253,156.2773,156.9444","1040050016DBF300,1040050016DBF200,1040050016DBF100",Odessa,"2019-06-30 09:19:33,2019-06-30 09:19:19,2019-06-30 09:19:06",jun_2019_30
0.16812384,15.375898,51.738438,159.81932,104001006B615C00,Odessa,2021-08-28 09:08:01,aug_2021_28
0.0027564801,29.128578,57.63655,167.37933,1040050018DBF900,Odessa,2019-08-14 09:34:09,aug_2019_14
"0.03337422,0.05034688","23.966167,26.762554","62.787876,62.822346","157.23125,157.5595","10300100C23A7300,10300100C23C0700",Odessa,"2021-07-20 09:20:10,2021-07-20 09:19:53",jul_2021_20
"0.48140144,0.00027758122,0.446","40.11924,40.179543,40.4","43.84163,43.87654,43.8","159.9931,160.12987,202.0","1040010074D70500,1040010074D70500,2f6c76c0-3a86-4da6-adb3-f7fbd48bcc3c",Odessa,"2022-03-25 09:06:17,2022-03-25 09:06:17,2022-03-25 09:06:19",mar_2022_25
"0.0006945951,0.0","11.107916,23.911688","47.14633,47.13753","159.45502,159.36684","104001006E027000,104001006C85B700",Odessa,"2021-09-09 08:58:36,2021-09-09 08:59:01",b_s2
0.003173089,6.690991,43.170338,159.43834,10300100BB4F8000,Odessa,2021-03-23 09:04:19,mar_2021_23
"0.0006945951,0.0","11.107916,23.911688","47.14633,47.13753","159.45502,159.36684","104001006E027000,104001006C85B700",Odessa,"2021-09-09 08:58:36,2021-09-09 08:59:01",sep_2021_09
0,27.848978,61.12969,163.48643,10300100D272C400,Odessa,2022-05-12 09:20:24,may_2022_12
0,21.337883,59.668205,158.58423,1040010076A2DA00,Odessa,2022-05-09 09:08:55,may_2022_09
0.039512523,11.806676,63.38609,144.20059,10300100C04C9A00,Odessa,2021-06-29 08:54:33,jun_2021_29
0.19935648,15.325597,37.98791,163.69135,104005001FDCC300,Odessa,2020-03-08 09:17:02,mar_2020_08
"0.030729765,0.048120536","17.905708,19.408646","60.136833,60.17052","156.41446,156.6706","10300100C394B700,10300100C362C800",Odessa,"2021-07-31 09:15:13,2021-07-31 09:14:55",jul_2021_31
0,25.917986,64.17427,154.20045,104001006C824300,Odessa,2021-07-09 09:15:00,jul_2021_09
"0,0,0","32.588486,32.6,32.126812","44.29226,44.3,44.28572","152.15436,63.9,152.31409","10400100749DDF00,3e4e96b1-5642-48b8-9780-c5cc200d6865,10400100749DDF00",Odessa,"2022-03-30 08:43:40,2022-03-30 08:43:40,2022-03-30 08:43:40",mar_2022_30
0.012372081,20.33071,36.71644,170.0757,104001005F6D7A00,Odessa,2020-10-09 09:12:09,oct_2020_09
"0.0,0.025751878","8.633122,21.261114","22.082968,22.052828","167.20982,167.13423","10300100B09C2000,10300100AF788600",Odessa,"2020-11-24 08:53:12,2020-11-24 08:52:21",nov_2020_24
0.14296782,21.102152,56.06649,161.93329,10300100978E0100,Odessa,2019-08-17 09:20:42,aug_2019_17
0,18.591867,56.912888,153.88245,104001006E729500,Kuchurhan,2021-08-09 09:07:13,aug_2021_09
0,22.160007,50.328518,158.34848,1040050018DCD100,Kuchurhan,2019-08-31 09:05:32,aug_2019_31
0.12543134,29.391516,31.580627,170.37741,104001006FC84800,Kuchurhan,2021-10-24 09:10:51,oct_2021_24
0.00031152464,29.353489,44.63015,163.92583,104005003FDC1600,Kuchurhan,2022-03-26 09:20:29,mar_2022_26
0,14.160478,37.965183,158.16222,104005003EDC9A00,Kuchurhan,2022-03-12 09:01:33,mar_2022_12
0,24.642046,60.87087,157.7623,1030010095AB8A00,Kuchurhan,2019-07-29 09:21:51,jul_2019_29
0,7.776393,54.304794,157.54866,10300100978C0100,Kuchurhan,2019-08-20 09:10:56,aug_2019_20
0,29.243305,57.969666,163.80591,10500500E8DD6500,Pletenivka,2021-07-28 09:02:42,jul_2021_28
0.15586737,24.433178,51.741264,149.02313,10300500A6F92D00,Pletenivka,2020-08-11 08:20:57,aug_2020_11
0.0022190514,19.290216,42.92328,164.67307,10300500A8F95100,Pletenivka,2020-09-12 08:43:13,sep_2020_12
0.032741565,26.579607,38.1247,167.77332,105005008BDD8B00,Pletenivka,2020-03-17 09:01:03,mar_2020_17
0.0018155432,9.312436,47.834606,156.89503,10300500A7F97200,Pletenivka,2020-08-27 08:31:51,aug_2020_27
0.010792182,14.993248,56.961533,158.80571,103054001CDF2700,Pletenivka,2022-05-13 08:41:22,may_2022_13
0.04203083,27.761679,49.402473,154.83769,1030050087F95900,Pletenivka,2019-04-21 08:25:17,apr_2019_21
"0.0,0.0029102953","15.938588,8.476879","53.014545,53.132866","168.6273,168.79968","1040050013DBF200,1040050013DBF100",Pletenivka,"2019-04-27 09:02:13,2019-04-27 09:02:01",apr_2019_27
0,19.686073,49.331074,162.81683,10500500B0DD7200,Pletenivka,2020-08-25 08:47:57,aug_2020_25
0.030262677,34.7259,34.711895,162.42809,104001007492D700,Pletenivka,2022-03-11 08:43:51,mar_2022_11
0.00019475401,11.078836,39.06071,165.58139,1030050084F95200,Smila,2019-03-18 09:16:03,mar_2019_18
"0.029591495,0.020181479,0.0","18.902067,25.864374,11.15545","17.945156,17.983257,17.921656","169.66005,169.92915,169.39578","103001008B4BCC00,10300100895E3100,103001008AC1E000",Smila,"2019-01-09 09:17:29,2019-01-09 09:17:46,2019-01-09 09:17:10",jan_2019_09
0.084354416,18.907766,28.479788,165.35323,1050050086DD5E00,Smila,2020-02-19 09:13:55,feb_2020_19
0,21.756433,22.926239,173.13846,10500500FCDD9B00,Smila,2021-11-12 09:10:06,nov_2021_12
0,21.237087,37.73298,166.56699,10300500C8F8A300,Lutsk,2022-03-18 09:44:21,mar_2022_18
0.10656567,31.918062,21.98552,168.38167,10300100B34E4800,Lutsk,2021-02-01 09:48:11,feb_2021_01
0.042688813,23.632256,37.043995,156.32747,105005008CDD6100,Lutsk,2020-03-20 09:11:01,mar_2020_20
"0.00016721866,0.0","14.451963,18.771479","43.586063,43.52596","161.09816,160.73077","1040050021DC0400,1040050021DC0300",Lutsk,"2020-04-03 09:26:56,2020-04-03 09:26:35",apr_2020_03
0.015836319,31.202593,43.56654,155.76373,1040010067AE8100,Lutsk,2021-04-05 09:11:52,apr_2021_05
0,20.127182,33.951447,173.56677,10300500C0F90000,Lutsk,2021-10-06 09:45:17,oct_2021_06
"0.19305652,0.16268815","19.703266,13.80652","32.72464,32.680984","159.46382,159.11412","10500500C8DD9700,10500500C8DD9800",Lutsk,"2021-03-08 09:20:03,2021-03-08 09:19:43",mar_2021_08
0.0013629467,29.242353,41.121067,166.89642,10300500A8F9A100,Lutsk,2020-09-16 09:34:08,sep_2020_16
0.0019373953,29.700314,56.51999,163.25008,10300100BE45DE00,Lutsk,2021-05-10 09:36:02,may_2021_10
0.00024633334,18.180363,61.784,161.62054,1030010092492300,Lutsk,2019-06-15 09:41:39,jun_2019_15
"0,0","17.421719,20.701073","47.236942,47.190784","159.42882,159.1712","1030050087F89800,1030050087F89900",Lutsk,"2019-04-14 09:22:50,2019-04-14 09:23:02",apr_2019_14
0.12534592,18.944952,17.19989,163.83762,103001008B6FA700,Lutsk,2019-01-17 09:22:29,jan_2019_17
0.1515331,23.145044,30.856117,165.82219,1030050083F8E200,Lutsk,2019-03-01 09:41:55,mar_2019_01
0,28.366161,42.78944,160.62218,105005004FDD4900,Lutsk,2019-04-02 09:25:35,apr_2019_02
0,27.354925,30.472652,167.4886,103001009C1C6900,Lutsk,2019-10-13 09:21:58,oct_2019_13
"0,0","30.634436,33.862476","24.642075,24.628345","161.24281,161.13515","10300100CEB91300,10300100CED0A800",Lutsk,"2022-02-14 09:23:04,2022-02-14 09:23:14",feb_2022_14
0.00029018638,13.448838,38.105328,161.9584,10300500A9F8D000,Lutsk,2020-09-22 09:14:18,sep_2020_22
0.029265726,17.811972,58.68621,147.09091,10500100177D3100,Dnipro,2019-07-22 08:36:12,jul_2019_22
"0,0","26.049252,26.586445","37.087128,37.04982","160.40924,160.24007","10300100C6A21500,10300100C6A21500",Dnipro,"2021-09-30 08:27:49,2021-09-30 08:27:49",sep_2021_30
0.03653518,21.25266,18.262274,161.4748,1050010029519700,Dnipro,2022-01-13 08:32:47,jan_2022_13
0,21.248976,35.255684,170.6716,104005002ADC3800,Dnipro,2020-10-08 08:56:27,oct_2020_08
0.10260379,28.430012,53.68767,173.39668,1040050012DCE000,Dnipro,2019-04-22 09:22:07,apr_2019_22
"0.038103126,0.046044637","17.158707,13.229045","23.623337,23.628313","165.27573,165.3421","10300100A15F8F00,10300100A115C700",Dnipro,"2020-02-02 08:57:06,2020-02-02 08:57:21",feb_2020_02
0.09062651,18.13103,61.414696,144.8694,104001006AB8FB00,Dnipro,2021-06-30 08:33:36,jun_2021_30
"0,0,0","20.695332,20.137058,27.124146","33.396683,33.382187,33.38512","166.32497,166.20268,166.80916","104005001FDC5400,104005001FDC5400,104005001FDC5500",Dnipro,"2020-03-01 09:06:40,2020-03-01 09:06:40,2020-03-01 09:06:53",mar_2020_01
0.11290238,16.0137,60.15908,158.52365,1040050017DBFD00,Dnipro,2019-07-24 09:00:52,jul_2019_24
0.08047008,25.894932,18.105282,165.20078,1040010056233800,Dnipro,2020-01-09 08:45:04,jan_2020_09
"0,0,0","17.396103,13.713872,14.005764","28.613205,28.590712,28.566021","160.4011,160.28154,160.15456","10300100B4D88300,10300100B46ABA00,10300100B46ABA00",Dnipro,"2021-02-19 08:43:35,2021-02-19 08:43:44,2021-02-19 08:43:44",feb_2021_19
"0.03653518,0.0","21.25266,27.760824","18.262274,34.093697","161.4748,164.3982","1050010029519700,1040050039DC7B00",Dnipro,"2022-01-13 08:32:47,2021-10-09 08:34:18",b_s1
0,14.863314,48.670113,161.93262,10300100A5737900,Dnipro,2020-04-10 08:53:17,apr_2020_10
0,12.697187,17.968437,164.21243,105001001A9F1F00,Dnipro,2020-01-08 08:41:17,jan_2020_08
"0,0","26.256968,22.561298","45.2223,45.288208","159.73033,160.08337","10300100A2492E00,10300100A4023000",Dnipro,"2020-04-02 08:46:40,2020-04-02 08:46:49",apr_2020_02
0.012547585,22.802435,18.685923,161.34537,105001001ABA8900,Dnipro,2020-01-16 08:33:35,jan_2020_16
0,27.760824,34.093697,164.3982,1040050039DC7B00,Dnipro,2021-10-09 08:34:18,oct_2021_09
0.00030475474,41.761337,56.038784,175.09665,1040050018DBF700,Dnipro,2019-08-14 09:33:28,aug_2019_14
0,8.557362,54.75337,164.99014,1040050013DBF300,Dnipro,2019-04-27 09:02:40,apr_2019_27
"0.12801093,0.06580136,0.04096577","15.515257,20.955887,21.276276","61.540955,61.511272,61.470314","149.33116,149.18799,149.01404","104001006A100300,1040010069657100,1040010069657100",Dnipro,"2021-06-05 08:37:03,2021-06-05 08:37:17,2021-06-05 08:37:17",jun_2021_05
0,23.133293,47.573296,154.64165,1050010018625D00,Dnipro,2019-09-01 08:32:02,sep_2019_01
0.0016706184,12.635591,51.6494,161.02112,1040010050852D00,Dnipro,2019-08-24 08:53:57,aug_2019_24
0,17.265863,53.499096,163.14297,1040050018DC4000,Kropyvnytskyi,2019-08-19 09:13:32,aug_2019_19
0.0008772568,3.418109,44.199383,164.20445,1040010061638B00,Kropyvnytskyi,2020-09-13 09:01:37,sep_2020_13
0.024602178,26.588417,53.085583,159.40916,10300100AC05D300,Kropyvnytskyi,2020-08-18 09:04:42,aug_2020_18
"0,0","23.557432,27.755163","54.93507,54.997025","151.44487,151.65416","1040050036DC0600,1040050036DC0500",Kropyvnytskyi,"2021-08-08 08:50:33,2021-08-08 08:50:24",aug_2021_08
0.027130922,24.961473,54.113686,152.48955,1050050057DD5400,Kropyvnytskyi,2019-05-01 08:43:50,may_2019_01
0,23.160278,64.635826,167.04736,1040050015DC8300,Kropyvnytskyi,2019-06-18 09:28:22,jun_2019_18
0.00058926304,33.318398,39.47872,152.58948,10400100740B0700,Kropyvnytskyi,2022-03-23 08:34:17,mar_2022_23
0,22.31819,19.788889,165.40788,10300100B2A6B400,Kropyvnytskyi,2021-01-17 09:01:53,jan_2021_17
0,13.796049,62.957573,154.82198,104001005C49ED00,Kropyvnytskyi,2020-06-10 09:01:56,jun_2020_10
"0,0","20.645447,17.289507","57.762993,57.724747","152.24413,152.07419","1050050099DD8800,1050050099DD8900",Kropyvnytskyi,"2020-05-13 08:46:17,2020-05-13 08:46:41",may_2020_13
0.013330135,31.715057,53.789135,169.49123,10400100505A1100,Kropyvnytskyi,2019-08-20 09:29:46,aug_2019_20
0.05310913,27.663406,59.901264,147.88176,10300500B4F96000,Berehove,2021-05-24 09:19:27,may_2021_24
0,27.427584,51.15582,154.99478,10300100A7613800,Berehove,2020-04-20 09:25:37,apr_2020_20
0.029066589,19.590212,60.70162,156.37492,10300500B9F97B00,Berehove,2021-07-22 09:46:53,jul_2021_22
"0,0","16.08494,25.355848","42.81703,43.059875","158.97572,159.30345","105005000DDEC000,105005000DDEC100",Berehove,"2022-03-27 09:33:53,2022-03-27 09:34:13",mar_2022_27
"0.045601256,0.10935255","29.660913,12.853867","61.05189,60.059032","152.47836,147.969","1040050035DBF300,10300500B9F8FD00",Berehove,"2021-07-17 09:40:08,2021-07-17 09:30:26",jul_2021_17
0.18948461,29.410482,34.442783,166.83868,1050050008DD5701,Berehove,2022-03-03 09:57:49,mar_2022_03
"0.041520596,0.025282089","30.699793,13.10742","18.985401,18.995012","167.78185,167.866","10300100CB982100,10300100CC870B00",Berehove,"2022-01-09 09:46:20,2022-01-09 09:47:14",jan_2022_09
0,27.941427,59.642822,161.29985,10300100D24D0200,Berehove,2022-05-14 09:46:39,may_2022_14
0.037254874,25.153965,61.714905,147.83772,1030010092C9B300,Berehove,2019-06-10 09:25:35,jun_2019_10
0,24.438042,57.080734,164.76726,10300100D1395000,Berehove,2022-05-03 09:51:26,may_2022_03
"0.002871648,0.00031180304","5.370515,12.651454","60.651302,60.8067","151.56862,152.05522","10500500E5DD9200,10500500E5DD9300",Berehove,"2021-07-18 09:38:14,2021-07-18 09:38:41",jul_2021_18
0.00080288755,29.867912,59.691517,164.99783,1040050041DCB600,Berehove,2022-05-12 09:54:19,may_2022_12
0.018738333,19.14213,59.516533,149.48947,10500500D7DD5200,Berehove,2021-05-21 09:22:38,may_2021_21
0.03095581,30.861822,60.897736,145.36919,10300100AAA99600,Uzhhorod,2020-07-05 09:26:07,jul_2020_05
0,11.811208,32.084442,172.44067,10400100534E1F00,Uzhhorod,2019-10-17 09:50:13,oct_2019_17
0.1419173,29.466516,55.88727,167.95729,10300500CAF94800,Uzhhorod,2022-04-30 10:00:20,apr_2022_30
"0.016585557,0.017033","32.29326,24.11937","59.69982,62.809586","144.35483,163.90646","105005005FDD5700,1040050014DCA300",Uzhhorod,"2019-06-01 09:15:01,2019-06-01 09:57:51",jun_2019_01
0,22.700691,17.958973,168.593,104005003BDCCF00,Uzhhorod,2021-12-09 09:36:06,dec_2021_09
"0,0","27.827478,25.058674","45.41563,45.1605","171.32695,171.51434","1040050011DCAD00,1040050011DCAC00",Uzhhorod,"2019-03-31 10:11:02,2019-03-31 10:10:43",mar_2019_31
0,36.374912,43.431507,164.69008,104005003FDC3800,Uzhhorod,2022-03-28 09:50:48,mar_2022_28
"0,0","20.801243,7.480761","42.354916,42.36568","158.19261,158.67935","105005000DDEC300,105005000DDEC200",Uzhhorod,"2022-03-27 09:32:43,2022-03-27 09:33:13",mar_2022_27
