cloudCover,offNadirAngle,sunElevation,sunAzimuth,legacyId,city,acquisitionDate,date
0,12.379508,50.079857,164.1964,10300500C9F94000,Uzhhorod,2022-04-14 09:50:24,apr_2022_14
0.03158967,27.02014,49.039078,155.21631,1050050011DEDF00,Uzhhorod,2022-04-15 09:26:13,apr_2022_15
0.16028199,7.229964,48.193634,161.56277,1050050010DECE00,Uzhhorod,2022-04-10 09:43:07,apr_2022_10
0.17608386,28.319118,34.0337,166.58578,1050050008DD5501,Uzhhorod,2022-03-03 09:58:20,mar_2022_03
0,27.290318,39.766777,161.46095,105005000ADD9F01,Uzhhorod,2022-03-19 09:42:30,mar_2022_19
0.0202638,23.455805,61.65999,147.5145,1030010091C26500,Uzhhorod,2019-06-10 09:25:53,jun_2019_10
0.10746164,21.973316,32.394352,164.09018,1050050007DD9001,Uzhhorod,2022-02-28 09:49:23,feb_2022_28
0.0033254705,29.636028,58.983753,164.51135,1040050041DCB400,Uzhhorod,2022-05-12 09:53:58,may_2022_12
"0.16132656,0.016364664","20.31189,17.196367","54.617226,54.551125","157.63197,157.19266","1030050088F91500,1030050088F91700",Uzhhorod,"2019-04-30 09:35:16,2019-04-30 09:35:03",apr_2019_30
0.15117614,15.307504,53.58888,155.56038,1050050014DEBA00,Alchevsk,2022-04-27 08:23:46,apr_2022_27
"0,0","17.653461,17.438822","45.576534,45.599415","170.6963,171.05144","1040050019DC2C00,1040050019DC2D00",Alchevsk,"2019-09-12 08:55:26,2019-09-12 08:55:43",sep_2019_12
"0,0","17.027637,14.902084","26.385012,26.253574","167.00706,166.86609","1040010058118500,1040010058D15F00",Alchevsk,"2020-02-10 08:50:49,2020-02-10 08:50:31",feb_2020_10
0,30.291586,34.748524,166.78062,103001008D0A1A00,Alchevsk,2019-03-05 08:53:23,mar_2019_05
0.17143393,15.332787,56.159264,159.43668,10300500BBF92000,Alchevsk,2021-08-09 08:42:55,aug_2021_09
0.004736314,30.307377,19.712938,171.60689,103001009FB9FF00,Alchevsk,2019-12-02 08:39:41,dec_2019_02
0.03247174,11.573881,61.18768,152.20825,1040050032DC5200,Alchevsk,2021-05-29 08:25:52,may_2021_29
0.0007032733,24.102,46.51444,165.48163,1040050037DCD600,Alchevsk,2021-09-08 08:42:02,sep_2021_08
"0.013991764,0.0077734115","20.850216,18.523626","61.07222,61.017433","152.91145,152.58023","103001009017AB00,10300100922E8D00",Alchevsk,"2019-05-29 08:27:19,2019-05-29 08:27:30",may_2019_29
"0.0,0.191967","28.851332,18.711103","20.012388,19.837536","161.83821,161.86629","1050010029709100,1050010029709200",Alchevsk,"2022-01-21 08:23:59,2022-01-21 08:24:19",jan_2022_21
0,44.023815,16.10677,160.93248,1040010070133700,Alchevsk,2021-12-22 08:02:42,dec_2021_22
0,25.314999,24.756914,168.86607,10300100C89BB800,Alchevsk,2021-11-07 08:26:19,nov_2021_07
0.14693916,28.189102,63.33891,155.92043,10500500E1DD5700,Alchevsk,2021-06-30 08:41:39,jun_2021_30
0,21.309258,34.390923,164.16116,1050010019267600,Alchevsk,2019-10-09 08:19:26,oct_2019_09
0,12.827635,26.906403,163.3202,1040010073C05400,Alchevsk,2022-02-13 08:37:10,feb_2022_13
0.005327571,26.720362,17.332712,166.59879,1030050098F8BE00,Alchevsk,2019-12-16 08:24:29,dec_2019_16
0,13.547141,21.692738,167.88606,10300100C98C1F00,Alchevsk,2021-11-18 08:21:58,nov_2021_18
0.020520806,22.59078,53.493168,159.53365,10500500D1DD4700,Alchevsk,2021-04-25 08:33:50,apr_2021_25
0.016430717,5.772063,51.06596,157.71118,104001005E796100,Alchevsk,2020-08-23 08:31:13,aug_2020_23
0.16652548,6.440589,58.24738,150.96024,10500500E8DD4B00,Alchevsk,2021-07-27 08:27:35,jul_2021_27
"0.005654646,0.05248508","9.47598,19.523907","55.62263,55.732452","153.09169,153.13011","10500500E9DD4800,10500500E9DD4900",Alchevsk,"2021-08-07 08:28:54,2021-08-07 08:28:35",aug_2021_07
0.1127136,32.200005,60.008595,162.28116,105005006ADD7A00,Alchevsk,2019-07-28 08:53:45,jul_2019_28
0,21.340385,32.215816,166.85304,10300500A9F9B700,Alchevsk,2020-10-15 08:26:21,oct_2020_15
0.018436484,30.682543,39.050594,169.60687,10400100492B8300,Alchevsk,2019-03-14 09:01:38,mar_2019_14
0.15107858,24.334707,17.767859,170.37538,10300100CB1FE300,Alchevsk,2021-12-20 08:42:25,dec_2021_20
0.10855681,13.335081,62.747612,153.94266,1030010095C02D00,Alchevsk,2019-07-03 08:37:57,jul_2019_03
0.002920593,19.993637,61.09093,149.9512,10300100BF37F800,Alchevsk,2021-05-31 08:21:29,may_2021_31
0,22.608189,40.647396,170.23885,10500500B6DD4800,Alchevsk,2020-09-24 08:46:26,sep_2020_24
0.027207127,28.714382,51.751778,166.78102,10300500BCF97D00,Alchevsk,2021-08-25 08:53:00,aug_2021_25
0,16.957853,30.110952,160.23271,104005002DDCD400,Alchevsk,2021-02-23 08:28:39,feb_2021_23
0.00032375066,15.22246,55.852295,154.29713,1040540017FBA000,Alchevsk,2022-05-06 08:22:39,may_2022_06
0.08781474,21.445072,63.21208,156.10722,10300500B8F89C00,Alchevsk,2021-07-02 08:42:27,jul_2021_02
0.08066441,24.14637,50.429523,154.36938,1030010096B9DC00,Alchevsk,2019-08-24 08:22:10,aug_2019_24
0,20.820665,56.732704,143.86946,10300100AAC9DA00,Alchevsk,2020-07-26 08:11:23,jul_2020_26
0.14546858,21.221684,58.863033,156.80664,104001004D12B500,Alchevsk,2019-07-29 08:40:55,jul_2019_29
0.024358686,20.408833,62.529366,158.51015,10300100C1609A00,Alchevsk,2021-07-10 08:48:17,jul_2021_10
0,25.148937,42.221382,170.0532,10300100AC8E6C00,Alchevsk,2020-09-20 08:48:23,sep_2020_20
0.14889309,24.506067,62.27169,148.76634,10300500B7F93E00,Alchevsk,2021-06-27 08:26:27,jun_2021_27
0,24.931036,18.780676,168.25134,10300100CCC0C000,Alchevsk,2022-01-08 08:43:16,jan_2022_08
0.0033890503,9.731233,60.53418,147.46996,104001006B246100,Alchevsk,2021-07-12 08:24:03,jul_2021_12
0.0020397436,29.650023,30.983315,173.05962,104005002ADC9E00,Alchevsk,2020-10-20 08:44:51,oct_2020_20
0.0043503055,27.966747,30.903461,175.7303,10300100C79AA300,Alchevsk,2021-10-21 08:53:35,oct_2021_21
0,29.663223,31.635544,161.77408,10300500AFF8A200,Storozhynets,2021-02-26 09:27:10,feb_2021_26
0,24.136591,55.50669,153.27539,10300500BBF8F700,Storozhynets,2021-08-08 09:21:02,aug_2021_08
0.0031402525,22.54426,38.68669,159.36176,10300100AF89B600,Storozhynets,2020-09-25 09:04:02,sep_2020_25
0.015234913,10.061524,34.827583,170.37505,103001009CD76800,Storozhynets,2019-10-10 09:32:02,oct_2019_10
0.06980387,17.70297,33.344032,166.04707,1030050083F8E000,Storozhynets,2019-03-01 09:42:08,mar_2019_01
0,9.781606,30.114584,161.09541,103005009AF8F400,Storozhynets,2020-02-23 09:23:56,feb_2020_23
"0.009226445,0.09577185","31.438221,24.798618","54.97941,55.174515","155.77254,157.14752","10300100A57E2700,10300100A5576E00",Storozhynets,"2020-05-01 09:18:15,2020-05-01 09:20:18",may_2020_01
0,14.938793,33.546047,162.45595,1050050048DD5000,Storozhynets,2019-03-03 09:30:02,mar_2019_03
0.077192694,12.679078,56.342403,151.93001,10300500A5F9B100,Storozhynets,2020-08-04 09:19:22,aug_2020_04
0.16198547,23.23249,24.630554,165.73022,10300500ADF98500,Storozhynets,2021-02-04 09:36:49,feb_2021_04
"0,0","20.447624,23.698181","17.108685,17.075678","169.70602,169.45566","104005001CDC8B00,104005001CDC8A00",Zhytomyr,"2019-12-04 09:12:25,2019-12-04 09:12:07",dec_2019_04
"0,0","15.052706,3.6334605","16.99302,17.025023","169.43866,169.70996","105001002897F800,105001002897F900",Zhytomyr,"2021-12-04 09:11:50,2021-12-04 09:12:11",dec_2021_04
0,17.936089,19.567535,165.96779,1040010047779B00,Zhytomyr,2019-01-24 09:21:22,jan_2019_24
0,29.843124,43.26181,160.64769,10300500BEF8D100,Zhytomyr,2021-09-10 09:04:54,sep_2021_10
0.036808666,27.747213,29.321775,166.91753,104005003EDBCD00,Zhytomyr,2022-02-23 09:31:51,feb_2022_23
0.0015430041,22.675022,55.66955,152.98373,10300100BE763000,Zhytomyr,2021-05-11 08:58:55,may_2021_11
0,4.226101,23.14427,165.91273,10400100573FDA00,Zhytomyr,2020-02-06 09:25:45,feb_2020_06
0.020706173,28.464657,49.867264,164.24591,1030010098C22400,Zhytomyr,2019-08-25 09:26:26,aug_2019_25
0,28.81374,28.349745,162.9337,1040010073284400,Zhytomyr,2022-02-22 09:17:45,feb_2022_22
0,19.6223,25.724642,164.41106,10300100CE295500,Zhytomyr,2022-02-14 09:22:37,feb_2022_14
0.0061858725,22.954094,28.39103,168.14166,103001008B542E00,Zhytomyr,2019-02-21 09:35:50,feb_2019_21
"0.0013654963,0.0","1.4900181,7.6873746","42.176537,42.130997","165.04036,164.87209","1040050029DC5800,1040050029DC5900",Zhytomyr,"2020-09-14 09:16:27,2020-09-14 09:16:37",sep_2020_14
"0.003984407,0.0","26.094355,17.689276","40.33219,40.29465","170.93718,170.55121","104001004A58C300,1040010048C55F00",Zhytomyr,"2019-03-23 09:44:07,2019-03-23 09:43:42",mar_2019_23
"0,0,0","21.62989,21.978031,21.352606","40.050686,40.068035,40.08622","169.43225,169.59067,169.8674","10500500B5DD5100,10500500B5DD5100,10500500B5DD5200",Sumy,"2020-09-19 09:02:14,2020-09-19 09:02:14,2020-09-19 09:03:04",sep_2020_19
"0.085717745,0.04859884","7.078454,16.969315","23.145126,22.963144","170.0052,169.79277","10500500BBDD7C00,10500500BBDD7D00",Sumy,"2020-11-04 08:45:51,2020-11-04 08:45:24",nov_2020_04
"0,0","28.294287,27.720919","34.70046,34.713665","163.31236,163.48738","10500500F5DD8700,10500500F5DD8700",Sumy,"2021-10-01 08:35:46,2021-10-01 08:35:46",oct_2021_01
0.12104876,28.951668,42.31658,161.09512,1040010049785D00,Sumy,2019-04-01 08:49:02,apr_2019_01
0.14693828,29.553345,58.300987,154.31699,10300500B4F97800,Sumy,2021-05-25 08:41:22,may_2021_25
0.1674194,6.5118256,21.906696,162.26091,105001002254D800,Sumy,2021-02-05 08:46:46,feb_2021_05
0,27.400028,32.675335,166.1343,1040010072AA1B00,Sumy,2022-03-06 09:05:58,mar_2022_06
"0.008454638,0.0,0.013630659","19.095201,18.786766,5.6661153","40.76738,40.787914,40.78674","160.02641,160.15802,160.12515","104005002FDC3400,104005002FDC3400,104005002FDC3500",Sumy,"2021-03-28 08:45:45,2021-03-28 08:45:45,2021-03-28 08:46:13",mar_2021_28
"0.06448935,0.10386558","13.407159,13.610934","56.471996,56.504868","154.01776,154.21855","10300500A5F8B600,10300500A5F8B600",Sumy,"2020-07-25 08:47:47,2020-07-25 08:47:47",jul_2020_25
0,22.081064,35.903603,163.03067,105005000ADD4E01,Sumy,2022-03-15 08:55:14,mar_2022_15
"0,0","26.200972,25.67708","37.99604,38.03477","156.42729,156.56728","10400100749C6B00,10400100749C6B00",Sumy,"2022-03-23 08:33:51,2022-03-23 08:33:51",mar_2022_23
"0,0","27.226513,27.79385","30.78776,30.780947","177.72543,177.86768","1040010053213300,1040010053213300",Sumy,"2019-10-15 09:18:48,2019-10-15 09:18:48",oct_2019_15
"0,0,0","28.466085,27.3254,28.152082","37.073315,36.54232,37.1184","158.13455,155.5389,158.29254","105005000BDD5401,10300500C8F8BD00,105005000BDD5401",Sumy,"2022-03-20 08:39:18,2022-03-20 08:30:09,2022-03-20 08:39:18",mar_2022_20
"0,0","24.508633,24.803972","40.114098,40.136154","162.89703,163.06245","105005008DDD8F00,105005008DDD8F00",Sumy,"2020-03-25 08:54:40,2020-03-25 08:54:40",mar_2020_25
"0,0,0","33.058727,30.505247,32.921116","38.830345,38.808796,38.853817","163.10938,162.9361,163.29283","10300100D0991E00,10300100D07ADE00,10300100D0991E00",Sumy,"2022-03-22 08:55:16,2022-03-22 08:55:24,2022-03-22 08:55:16",mar_2022_22
0.15032709,28.344067,54.97022,169.51932,10300100D21AD300,Sumy,2022-05-04 09:12:17,may_2022_04
"0,0","19.12741,19.393587","30.508583,30.535229","165.171,165.31435","103005009AF94900,103005009AF94900",Sumy,"2020-02-29 09:01:52,2020-02-29 09:01:52",feb_2020_29
"0,0","29.43731,28.789793","35.239437,35.286915","155.25793,155.43594","105005000ADD5E01,105005000ADD5E01",Sumy,"2022-03-17 08:29:23,2022-03-17 08:29:23",mar_2022_17
0,23.960638,55.778645,146.85657,104001006B43C300,Milove,2021-07-30 08:09:43,jul_2021_30
0,10.14022,18.58851,171.63373,10500500BEDD7400,Milove,2020-12-01 08:34:06,dec_2020_01
0.009127639,13.426628,27.557463,168.36435,10300500AAF92900,Milove,2020-10-26 08:20:57,oct_2020_26
0.18306275,22.384659,22.319223,167.2684,1050050084DD4500,Milove,2020-01-30 08:43:26,jan_2020_30
0,21.043709,61.061157,149.34607,10300500A3F91400,Milove,2020-07-04 08:22:10,jul_2020_04
6.7093024e-05,7.740462,59.19596,159.67067,1030050089F9BD00,Milove,2019-05-18 08:32:26,may_2019_18
0,10.03671,17.266176,168.9016,10500500BFDD6900,Milove,2020-12-09 08:26:27,dec_2020_09
0.05949285,20.595371,24.416702,160.50322,1030050081F9AB00,Kamyanets-Podilskyi,2019-02-08 09:14:28,feb_2019_08
"0.0,0.005321874","20.635101,26.63857","27.534174,27.509466","161.569,161.41103","103001008CB5DF00,103001008B67B600",Kamyanets-Podilskyi,"2019-02-16 09:20:31,2019-02-16 09:20:48",feb_2019_16
0,19.479784,55.384174,154.67952,10300500BBF8F500,Kamyanets-Podilskyi,2021-08-08 09:20:43,aug_2021_08
0.008681776,16.387625,56.53902,155.93256,1040050031DC2300,Kamyanets-Podilskyi,2021-05-07 09:15:47,may_2021_07
0,15.37652,29.073296,165.21257,1040050010DC0C00,Kamyanets-Podilskyi,2019-02-19 09:34:56,feb_2019_19
0,27.768366,30.555996,159.96468,10500500C6DD9E00,Kamyanets-Podilskyi,2021-02-25 09:17:08,feb_2021_25
0,26.645172,41.876186,155.8615,103005009CF8EE00,Kamyanets-Podilskyi,2020-03-27 09:07:56,mar_2020_27
0.12923127,16.686838,29.881182,161.88889,103005009AF8F200,Kamyanets-Podilskyi,2020-02-23 09:23:34,feb_2020_23
0.57882446,27.338322,54.205196,164.21864,1040010076D40D00,Kherson,2022-04-20 09:11:38,apr_2022_20
"0.0,0.0,0.006445311","10.659726,13.488753,14.261589","55.41556,55.40011,55.437943","163.26045,163.08218,163.41905","1040050018DC4300,1040050018DC4400,1040050018DC4200",Kherson,"2019-08-19 09:14:30,2019-08-19 09:14:43,2019-08-19 09:14:14",aug_2019_19
"0.0034241963,0.0027677824","27.15137,28.96668","36.060555,36.08366","164.07822,164.0318","104005002EDC1B00,104005002EDC1D00",Kherson,"2021-03-04 09:09:23,2021-03-04 09:09:58",mar_2021_04
0.0002845908,16.212856,54.663063,155.55342,1040010076A19C00,Kherson,2022-04-25 08:51:00,apr_2022_25
0.016858496,40.646004,44.744167,153.18112,105054001BDDD700,Kherson,2022-03-31 08:39:16,mar_2022_31
0.327,47.8,40.6,310.2,59dcf97b-cd03-4e43-8edd-c3fd07bd5880,Kherson,2022-03-14 09:30:32,mar_2022_14
9.679549e-05,9.264893,58.95326,159.91556,103054001BDF2F00,Kherson,2022-05-07 09:03:36,may_2022_07
"0.15295988,0.1714672","12.806046,23.656687","63.95443,63.97463","155.96245,156.11954","1040050016DC8800,1040050016DC8700",Kherson,"2019-07-12 09:10:31,2019-07-12 09:10:12",jul_2019_12
0.28270075,23.754332,52.4798,165.38947,103054001ADF2600,Kherson,2022-04-15 09:14:16,apr_2022_15
0.0017445481,6.1531954,47.130585,160.7367,10300100AB5D4200,Kherson,2020-09-09 08:54:14,sep_2020_09
0,46.788223,41.541237,171.6719,105054001ADDD700,Kherson,2022-03-16 09:33:20,mar_2022_16
0,6.626244,54.64763,156.18317,1050050095DD6B00,Kherson,2020-04-24 08:52:27,apr_2020_24
"0.013258236,0.009156306","23.996462,15.03405","53.934937,53.947067","160.10402,160.18488","10300100C4571200,10300100C4B4E300",Kherson,"2021-08-22 09:05:20,2021-08-22 09:04:36",aug_2021_22
"0.00013574531,0.0010136113","17.439646,23.299284","25.472626,25.44924","169.78976,169.56187","104005003ADCD400,104005003ADCD300",Kherson,"2021-11-11 08:54:40,2021-11-11 08:54:30",b_s1
0.0020242627,2.9526694,58.782936,155.55556,1040050041DC6B00,Kherson,2022-05-08 08:53:25,may_2022_08
0,29.138468,49.292225,163.42427,1040540016FBA100,Kherson,2022-04-07 09:08:52,apr_2022_07
0,23.590197,56.41047,156.8161,103005009EF9A800,Kherson,2020-04-29 08:54:25,apr_2020_29
"0.00013574531,0.0010136113","17.439646,23.299284","25.472626,25.44924","169.78976,169.56187","104005003ADCD400,104005003ADCD300",Kherson,"2021-11-11 08:54:40,2021-11-11 08:54:30",nov_2021_11
"0.009347279,0.0084729465","19.687704,14.834442","40.926323,40.889133","163.78105,163.5168","1040050029DC9B00,1040050029DC9A00",Cherkasy,"2020-09-19 08:56:42,2020-09-19 08:55:54",sep_2020_19
"0,0","29.183453,26.953949","43.993046,43.87336","166.56276,166.30032","104005002FDC5000,104005002FDC4F00",Cherkasy,"2021-03-30 09:17:09,2021-03-30 09:16:56",mar_2021_30
0.00019475401,11.078836,39.06071,165.58139,1030050084F95200,Cherkasy,2019-03-18 09:16:03,mar_2019_18
"0.0033822032,0.0","16.142954,18.95058","62.14246,62.169525","168.37923,168.42545","1040050014DC6F00,1040050014DC6E00",Cherkasy,"2019-05-30 09:26:05,2019-05-30 09:25:50",may_2019_30
0,17.639538,52.995758,157.66722,104001006C591E00,Cherkasy,2021-08-15 09:01:54,aug_2021_15
"0.020181479,0.029591495","25.864374,18.902067","17.983257,17.945156","169.92915,169.66005","10300100895E3100,103001008B4BCC00",Cherkasy,"2019-01-09 09:17:46,2019-01-09 09:17:29",jan_2019_09
0.084354416,18.907766,28.479788,165.35323,1050050086DD5E00,Cherkasy,2020-02-19 09:13:55,feb_2020_19
0,21.756433,22.926239,173.13846,10500500FCDD9B00,Cherkasy,2021-11-12 09:10:06,nov_2021_12
"0.09071535,0.07034373","22.519405,27.287495","50.268997,50.355614","159.50743,159.89873","103005009DF9AC00,103005009DF9AD00",Cherkasy,"2020-04-18 08:58:49,2020-04-18 08:59:01",apr_2020_18
0.0063855387,29.37885,60.220642,143.14122,1040050033DCC100,Cherkasy,2021-06-24 08:38:01,jun_2021_24
0,25.9549,22.552439,169.09906,104005003ADCD100,Cherkasy,2021-11-11 08:53:43,nov_2021_11
"0.0,0.018777309","23.350098,20.504549","42.885128,44.71604","154.4854,165.69315","105005000EDE8D00,10300500C8F97200",Porubne,"2022-03-29 09:06:49,2022-03-29 09:39:18",mar_2022_29
0,20.544271,31.660591,161.93343,10300500AFF8A100,Porubne,2021-02-26 09:26:44,feb_2021_26
0,28.534899,38.755745,159.72984,10300100B1312A00,Porubne,2020-09-25 09:05:14,sep_2020_25
0.010993892,38.215946,39.51763,167.68707,104001007499CC00,Porubne,2022-03-15 09:46:43,mar_2022_15
0,37.168686,50.454533,158.7792,1050050012DE7F00,Porubne,2022-04-15 09:24:14,apr_2022_15
0.021380235,15.646897,44.674343,157.26625,105005000EDEC200,Porubne,2022-04-01 09:15:37,apr_2022_01
"0.15204868,0.06980387","21.437529,17.70297","33.35848,33.344032","166.3571,166.04707","1030050083F8E100,1030050083F8E000",Porubne,"2019-03-01 09:42:16,2019-03-01 09:42:08",mar_2019_01
0.097392835,7.9194665,49.552097,163.14474,1030050092F91600,Porubne,2019-09-02 09:31:31,sep_2019_02
"0.07154071,0.09577185","14.850431,24.798618","55.10996,55.174515","156.57376,157.14752","10300100A4AD3E00,10300100A5576E00",Porubne,"2020-05-01 09:18:54,2020-05-01 09:20:18",may_2020_01
0,25.688927,33.602844,162.79301,1050050048DD5100,Porubne,2019-03-03 09:30:24,mar_2019_03
0.075173095,24.192272,35.04631,156.98277,103001008D266E00,Porubne,2019-03-10 09:10:52,mar_2019_10
0.17183693,21.752123,24.682943,166.00981,10300500ADF98600,Porubne,2021-02-04 09:36:59,feb_2021_04
0.11365923,26.154566,58.027905,148.84915,1040050041DCE900,Porubne,2022-05-15 09:04:51,may_2022_15
0.012296555,12.777699,52.763947,160.4826,1040050040DC6800,Porubne,2022-04-21 09:26:47,apr_2022_21
0.078606024,28.093575,45.28141,166.40927,105005000EDEA700,Porubne,2022-03-30 09:42:04,mar_2022_30
"0.0008553148,3.2995667e-05","24.138687,19.772293","44.94931,45.035595","155.6328,156.1","105001001C682700,105001001C682800",Merefa,"2020-04-07 08:29:44,2020-04-07 08:30:12",apr_2020_07
0.011352065,25.905981,28.42815,166.67566,10300100CE4EE600,Merefa,2022-02-20 09:01:43,feb_2022_20
0.019615348,19.967249,32.190228,167.81042,104005001FDC5100,Merefa,2020-03-01 09:05:51,mar_2020_01
0.033114374,24.741793,17.420311,159.92104,10300100B202AD00,Merefa,2021-01-18 08:23:43,jan_2021_18
0,20.828545,29.742119,173.59845,1040010054512A00,Merefa,2019-10-20 08:58:06,oct_2019_20
"0,0","25.120863,15.651176","60.67458,60.698944","150.44444,150.60275","105001001DB09400,105001001DB09300",Merefa,"2020-06-09 08:34:18,2020-06-09 08:33:50",jun_2020_09
0.00048648406,21.24105,33.193287,169.38284,10300500A9F98200,Merefa,2020-10-09 08:47:08,oct_2020_09
0,27.234852,17.791763,172.03806,10500100290EEE00,Oleksandriya,2021-12-26 09:15:10,dec_2021_26
0,23.991335,39.736103,166.90906,1030050084F95000,Oleksandriya,2019-03-18 09:15:39,mar_2019_18
0,1.8285114,29.19454,161.17937,1050050006DD9B01,Oleksandriya,2022-02-21 08:54:37,feb_2022_21
0,28.017706,27.768505,167.23817,10500500C5DD4800,Oleksandriya,2021-02-14 09:15:30,feb_2021_14
0,20.938753,20.47931,174.51064,1030050097F8CB00,Oleksandriya,2019-11-23 09:12:19,nov_2019_23
0.00078342314,29.766806,26.907616,155.24734,103005009AF89900,Oleksandriya,2020-02-19 08:31:56,feb_2020_19
0.011808323,24.41724,20.816929,168.7385,103001008D9D8900,Oleksandriya,2019-01-20 09:13:23,jan_2019_20
0,18.591867,56.912888,153.88245,104001006E729500,Udobne,2021-08-09 09:07:13,aug_2021_09
0.077118635,6.3231187,64.49429,153.12202,104001004F114900,Udobne,2019-07-06 09:15:29,jul_2019_06
0.12543134,29.391516,31.580627,170.37741,104001006FC84800,Udobne,2021-10-24 09:10:51,oct_2021_24
0.00476513,21.295073,58.238995,151.20598,1040050041DC6C00,Udobne,2022-05-08 08:53:55,may_2022_08
0,14.223503,45.619293,166.32913,1030010099C1E000,Udobne,2019-09-16 09:16:01,sep_2019_16
0.16283777,24.323788,62.691525,156.64308,10300100C23EDB00,Udobne,2021-07-20 09:20:45,jul_2021_20
0.008267634,31.701468,38.033432,164.60533,10300500C8F8A700,Rava-Ruska,2022-03-18 09:45:12,mar_2022_18
0,29.13384,28.929739,158.97414,10300500AFF89C00,Rava-Ruska,2021-02-26 09:24:32,feb_2021_26
0.075694464,13.340978,20.795727,164.81303,1040010071375400,Rava-Ruska,2022-01-29 09:39:04,jan_2022_29
0,27.663116,42.187088,166.18207,104005003FDC3500,Rava-Ruska,2022-03-28 09:49:55,mar_2022_28
0,27.674501,40.42974,168.97142,10300100D0354600,Rava-Ruska,2022-03-23 09:59:17,mar_2022_23
"0.09465691,0.08121024","27.138649,29.131088","49.867546,49.920753","152.83934,153.32542","103005009EF91300,103005009EF91400",Rava-Ruska,"2020-04-23 09:14:13,2020-04-23 09:14:27",apr_2020_23
0,22.618025,16.808321,170.94913,10300100A2550200,Rava-Ruska,2020-01-07 09:54:04,jan_2020_07
0.00018111919,38.380783,59.13523,166.01756,1040010076249C00,Rava-Ruska,2022-05-18 09:51:42,may_2022_18
0.013090166,29.750038,57.841766,159.19801,1040050042DBF200,Rava-Ruska,2022-05-17 09:36:04,may_2022_17
0,22.695591,17.584787,165.783,1050050082DD9600,Rava-Ruska,2020-01-15 09:35:41,jan_2020_15
"0.15091422,0.072787486","17.201025,9.906866","17.539051,17.522045","168.0376,168.25647","104005001DDCE000,104005001DDCE100",Rava-Ruska,"2020-01-13 09:45:04,2020-01-13 09:45:15",jan_2020_13
"0.01943075,0.012978167","14.787358,8.270845","55.931156,55.954803","158.75171,158.90514","1040050017DCC500,1040050017DCC400",Vinnytsia,"2019-08-07 09:23:16,2019-08-07 09:22:58",aug_2019_07
"0.12097834,0.0","23.390099,25.552145","42.64801,42.723644","155.33353,155.63475","104005003FDC5100,104005003FDC5200",Vinnytsia,"2022-03-31 08:58:47,2022-03-31 08:59:03",mar_2022_31
"0,0,0","16.121813,28.052704,20.266684","45.62456,45.36023,45.417564","165.13765,163.04453,163.44545","1040050021DC0500,1050050090DD5800,1050050090DD5900",Vinnytsia,"2020-04-03 09:27:29,2020-04-03 09:22:08,2020-04-03 09:22:28",apr_2020_03
"0.07837057,0.15945546","28.188831,29.606266","30.286562,30.304886","166.48369,166.6262","104005003EDBCF00,104005003EDBCE00",Vinnytsia,"2022-02-23 09:32:19,2022-02-23 09:32:04",feb_2022_23
0.0012566047,11.885356,45.721466,161.34087,1030010090224000,Vinnytsia,2019-04-06 09:17:31,apr_2019_06
0,22.025309,46.439564,166.51105,10500500B2DD7D00,Vinnytsia,2020-09-06 09:26:46,sep_2020_06
0.011976418,9.738339,36.38701,162.00777,105005008ADD7E00,Vinnytsia,2020-03-12 09:18:16,mar_2020_12
"0.0,0.03062049","16.12424,19.344156","29.308102,29.324348","167.46239,167.62912","103001008C7AE300,103001008D452600",Vinnytsia,"2019-02-21 09:35:26,2019-02-21 09:35:09",feb_2019_21
0.14128874,10.933803,49.719547,160.35724,1040050028DC6F00,Vinnytsia,2020-08-26 09:17:13,aug_2020_26
0.00047605176,8.507906,43.137142,164.4941,1040050029DC5A00,Vinnytsia,2020-09-14 09:16:54,sep_2020_14
0.160938,16.389635,33.588837,164.39531,1050050089DD4A00,Vinnytsia,2020-03-04 09:25:49,mar_2020_04
0,28.534899,38.755745,159.72984,10300100B1312A00,Chortkiv,2020-09-25 09:05:14,sep_2020_25
0.030290285,24.860424,33.854637,163.20447,10300100B6860A00,Chortkiv,2021-03-06 09:31:25,mar_2021_06
0,19.405127,40.62,160.34898,104001006834D700,Chortkiv,2021-03-24 09:23:06,mar_2021_24
"0.09577185,0.009226445","24.798618,31.438221","55.174515,54.97941","157.14752,155.77254","10300100A5576E00,10300100A57E2700",Chortkiv,"2020-05-01 09:20:18,2020-05-01 09:18:15",may_2020_01
0,15.768841,56.8855,151.5659,1030010096856000,Chortkiv,2019-07-29 09:20:13,jul_2019_29
0.10757728,27.119638,43.244526,163.8788,10300100A28DBF00,Chortkiv,2020-03-29 09:35:31,mar_2020_29
0.038058773,2.9833999,52.376602,154.62637,10300500A6F98B00,Khmelnytskyi,2020-08-15 09:14:18,aug_2020_15
0.18952583,28.549217,37.284172,169.94688,104001006F1E9C00,Khmelnytskyi,2021-09-30 09:29:34,sep_2021_30
0.00027465707,4.704635,61.93919,152.30757,10300100A967F400,Khmelnytskyi,2020-06-27 09:19:20,jun_2020_27
0.14133179,25.651474,61.662155,151.43105,103005008CF93E00,Khmelnytskyi,2019-06-13 09:14:28,jun_2019_13
0.012671729,29.112764,19.529001,172.97768,104001007046C900,Khmelnytskyi,2021-11-26 09:30:44,nov_2021_26
