"Image","legacyId","City","Oblast","Raion","Date","acquisitionDate","DateTime","Year","Month","Day","Hour","WeekDay","AOI_area_sqkm","AOI_area_covered_sqkm","AOI_area_covered_perc","Perc_area_covered_by_feature","N_features_in_img","Selection_reason","Image_resolution","cloudCover","offNadirAngle","sunElevation","sunAzimuth","Npop_aoi","Npop_img","Proportion","Pop_threshold","Ncars"
"Ivano-Frankivsk_feb_2019_07","103001008C057500,10400100472B4C00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","feb_2019_07","2019-02-07 09:50:12,2019-02-07 09:43:32",2019-02-07 09:50:12,2019,2,7,9,"Thursday",163.0013856,121.9616571,0.748224665,"0.747,0.001",2,"Urban area 1",0.5,0,20.6129157740642,25.1168339532086,167.960088957219,330361.46875,303961.0625,0.920086303194219,"Above",1152
"Ivano-Frankivsk_jan_2019_19","10400100459BFA00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jan_2019_19","2019-01-19 09:41:34",2019-01-19 09:41:34,2019,1,19,9,"Saturday",163.0013856,107.4508799,0.659202249,"0.659",1,"Urban area 1",0.3,0.04021706,9.917024,19.96865,167.45302,330361.46875,288758.34375,0.874067865246467,"Above",685
"Ivano-Frankivsk_jan_2020_25","104005001EDC2300,104005001EDC2400,104005001EDC2200","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jan_2020_25","2020-01-25 09:35:46,2020-01-25 09:36:01,2020-01-25 09:35:29",2020-01-25 09:35:46,2020,1,25,9,"Saturday",163.0013856,162.8645032,0.999160238,"0.992,0.007,0.000",3,"Urban area 1",0.3,0.000178903039359359,15.3024743293293,21.0096836216216,165.406300830831,330361.46875,332004.21875,1.00497258353468,"Above",6889
"Ivano-Frankivsk_jan_2022_21","104005003DDBE400,104005003DDBE500","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jan_2022_21","2022-01-21 09:13:33,2022-01-21 09:13:53",2022-01-21 09:13:33,2022,1,21,9,"Friday",163.0013856,163.0015784,1.000001183,"0.953,0.047",2,"Urban area 1",0.3,0.11622570833,28.194990746,19.203060054,160.32809278,330361.46875,332004.21875,1.00497258353468,"Above",2239
"Ivano-Frankivsk_jul_2019_21","103005008FF8C300,103005008FF8C400","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jul_2019_21","2019-07-21 09:15:13,2019-07-21 09:15:26",2019-07-21 09:15:13,2019,7,21,9,"Sunday",163.0013856,163.0013701,0.999999905,"0.869,0.131",2,"Urban area 1",0.5,0.021822211496,24.325278219,58.28822721,146.50764696,330361.46875,332004.21875,1.00497258353468,"Above",1563
"Ivano-Frankivsk_jul_2020_16","10300100A7901D00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jul_2020_16","2020-07-16 09:18:55",2020-07-16 09:18:55,2020,7,16,9,"Thursday",163.0013856,122.8367909,0.753593538,"0.754",1,"Urban area 1",0.5,0.18464988,21.944445,59.275166,147.51031,330361.46875,302629.34375,0.916055207331136,"Above",1584
"Ivano-Frankivsk_jul_2021_25","10300100C2863700","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jul_2021_25","2021-07-25 09:35:59",2021-07-25 09:35:59,2021,7,25,9,"Sunday",163.0013856,100.7746479,0.618244118,"0.618",1,"Urban area 1",0.4,0.00027758972,12.050655,59.07423,155.7336,330361.46875,214341.96875,0.648810436522797,"Above",4183
"Ivano-Frankivsk_jul_2022_21","10300100D7197C00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","jul_2022_21","2022-07-21 09:41:16",2022-07-21 09:41:16,2022,7,21,9,"Thursday",163.0013856,119.5722994,0.733566153,"0.734",1,"Urban area 1",0.5,0,31.546684,60.273384,157.70049,330361.46875,294955.40625,0.892826295288106,"Above",2031
"Ivano-Frankivsk_mar_2021_03","10300100B4827F00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","mar_2021_03","2021-03-03 09:41:15",2021-03-03 09:41:15,2021,3,3,9,"Wednesday",163.0013856,115.8159966,0.710521547,"0.711",1,"Urban area 1",0.5,0,17.209333,33.41386,164.49933,330361.46875,296655.15625,0.897971417104011,"Above",3632
"Ivano-Frankivsk_mar_2022_21","104005003FDBCA00","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","mar_2022_21","2022-03-21 09:41:02",2022-03-21 09:41:02,2022,3,21,9,"Monday",163.0013856,161.4806242,0.990670255,"0.991",1,"Urban area 1",0.4,0.00089186855,29.43212,40.50051,164.36806,330361.46875,331993.53125,1.00494023260695,"Above",10504
"Ivano-Frankivsk_may_2022_06","10300100D2475300","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","may_2022_06","2022-05-06 09:40:22",2022-05-06 09:40:22,2022,5,6,9,"Friday",163.0013856,96.97567435,0.59493773,"0.595",1,"Urban area 1",0.4,0,13.841983,57.017754,163.37239,330361.46875,203821.875,0.616966245401462,"Above",4727
"Ivano-Frankivsk_may_2022_18","1040010077837100","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","may_2022_18","2022-05-18 09:50:56",2022-05-18 09:50:56,2022,5,18,9,"Wednesday",163.0013856,125.3648124,0.769102741,"0.769",1,"Urban area 1",0.4,0.036979463,32.69615,60.40564,167.23795,330361.46875,312194.6875,0.945009382242008,"Above",12618
"Ivano-Frankivsk_nov_2019_29","104005001CDC6100","Ivano-Frankivsk","Ivano-Frankivsk","Ivano-Frankivska","nov_2019_29","2019-11-29 09:32:48",2019-11-29 09:32:48,2019,11,29,9,"Friday",163.0013856,149.9003862,0.919626454,"0.92",1,"Urban area 1",0.3,0.10062962,12.546515,19.35146,170.95752,330361.46875,319576.65625,0.967354508560557,"Above",3398
"Kamyanets-Podilskyi_aug_2021_08","10300500BBF8F500","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","aug_2021_08","2021-08-08 09:20:43",2021-08-08 09:20:43,2021,8,8,9,"Sunday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.5,0,19.479784,55.384174,154.67952,90048.875,90278.625,1.00255139223005,"Above",1049
"Kamyanets-Podilskyi_feb_2019_08","1030050081F9AB00","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","feb_2019_08","2019-02-08 09:14:28",2019-02-08 09:14:28,2019,2,8,9,"Friday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.5,0.05949285,20.595371,24.416702,160.50322,90048.875,90278.625,1.00255139223005,"Above",361
"Kamyanets-Podilskyi_feb_2019_16","103001008CB5DF00,103001008B67B600","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","feb_2019_16","2019-02-16 09:20:31,2019-02-16 09:20:48",2019-02-16 09:20:31,2019,2,16,9,"Saturday",69.61341819,69.61340051,0.999999746,"0.776,0.224",2,"Urban area 2",0.5,0.001192099776,21.979878056,27.528639408,161.53361472,90048.875,90278.625,1.00255139223005,"Above",284
"Kamyanets-Podilskyi_feb_2019_19","1040050010DC0C00","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","feb_2019_19","2019-02-19 09:34:56",2019-02-19 09:34:56,2019,2,19,9,"Tuesday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.3,0,15.37652,29.073296,165.21257,90048.875,90278.625,1.00255139223005,"Above",1660
"Kamyanets-Podilskyi_feb_2020_23","103005009AF8F200","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","feb_2020_23","2020-02-23 09:23:34",2020-02-23 09:23:34,2020,2,23,9,"Sunday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.5,0.12923127,16.686838,29.881182,161.88889,90048.875,90278.625,1.00255139223005,"Above",259
"Kamyanets-Podilskyi_feb_2021_25","10500500C6DD9E00","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","feb_2021_25","2021-02-25 09:17:08",2021-02-25 09:17:08,2021,2,25,9,"Thursday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.5,0,27.768366,30.555996,159.96468,90048.875,90278.625,1.00255139223005,"Above",1125
"Kamyanets-Podilskyi_jun_2022_04","1040010078ADAA00","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","jun_2022_04","2022-06-04 09:25:50",2022-06-04 09:25:50,2022,6,4,9,"Saturday",69.61341819,67.04744025,0.963139607,"0.963",1,"Urban area 2",0.3,0.0046202117,25.328676,62.40161,156.58205,90048.875,89725.1796875,0.996405337518098,"Above",3525
"Kamyanets-Podilskyi_mar_2020_27","103005009CF8EE00","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","mar_2020_27","2020-03-27 09:07:56",2020-03-27 09:07:56,2020,3,27,9,"Friday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.5,0,26.645172,41.876186,155.8615,90048.875,90278.625,1.00255139223005,"Above",1127
"Kamyanets-Podilskyi_may_2021_07","1040050031DC2300","Kamyanets-Podilskyi","Khmelnytskyy","Kamianets-Podilska","may_2021_07","2021-05-07 09:15:47",2021-05-07 09:15:47,2021,5,7,9,"Friday",69.61341819,69.61341819,1,"1",1,"Urban area 2",0.3,0.008681776,16.387625,56.53902,155.93256,90048.875,90278.625,1.00255139223005,"Above",5000
"Katerynivka_apr_2020_04","10300100A3151800","Katerynivka","Sumy","Hlukhivskyi","apr_2020_04","2020-04-04 09:13:30",2020-04-04 09:13:30,2020,4,4,9,"Saturday",338.1302105,284.2258048,0.840580924,"0.841",1,"Border checkpoints",0.5,0.12788224,26.902105,44.080116,168.32036,33536.75390625,32749.404296875,0.976522784179531,"Above",132
"Katerynivka_aug_2021_16","10500500EBDD6900","Katerynivka","Sumy","Hlukhivskyi","aug_2021_16","2021-08-16 08:55:17",2021-08-16 08:55:17,2021,8,16,8,"Monday",338.1302105,196.3046816,0.580559428,"0.581",1,"Border checkpoints",0.5,0,28.819212,50.61458,159.30762,33536.75390625,31026.181640625,0.925139675931572,"Above",12
"Katerynivka_feb_2020_29","103005009AF94B00","Katerynivka","Sumy","Hlukhivskyi","feb_2020_29","2020-02-29 09:02:12",2020-02-29 09:02:12,2020,2,29,9,"Saturday",338.1302105,177.9770156,0.526356445,"0.526",1,"Border checkpoints",0.4,0.051723447,7.0283027,29.616661,164.38554,33536.75390625,30480.662109375,0.908873357110884,"Above",332
"Katerynivka_jul_2020_25","10300500A5F8B200,10300500A5F8B300","Katerynivka","Sumy","Hlukhivskyi","jul_2020_25","2020-07-25 08:46:43,2020-07-25 08:47:00",2020-07-25 08:46:43,2020,7,25,8,"Saturday",338.1302105,338.129903,0.999999091,"0.827,0.173",2,"Border checkpoints",0.4,0.022742894479,12.829660972,55.721801195,152.64004377,33536.75390625,33596.13671875,1.00177067860133,"Above",580
"Katerynivka_mar_2019_18","10500100152D8300","Katerynivka","Sumy","Hlukhivskyi","mar_2019_18","2019-03-18 08:38:18",2019-03-18 08:38:18,2019,3,18,8,"Monday",338.1302105,180.4718538,0.533734781,"0.534",1,"Border checkpoints",0.5,0,26.441153,35.17398,157.03516,33536.75390625,30583.021484375,0.911925512226616,"Above",642
"Katerynivka_mar_2019_27","105005004DDD5F00","Katerynivka","Sumy","Hlukhivskyi","mar_2019_27","2019-03-27 09:04:47",2019-03-27 09:04:47,2019,3,27,9,"Wednesday",338.1302105,196.9101248,0.58234999,"0.582",1,"Border checkpoints",0.5,0,28.526396,40.14136,165.20586,33536.75390625,31154.978515625,0.928980145267395,"Above",1098
"Kharkiv_apr_2020_07","105001001C682800,105001001C682900","Kharkiv","Kharkiv","Kharkivska","apr_2020_07","2020-04-07 08:30:12,2020-04-07 08:30:40",2020-04-07 08:30:12,2020,4,7,8,"Tuesday",386.9412351,386.9416952,1.000001189,"0.614,0.386",2,"War news / Urban area 1",0.4,0.000117424070138,21.670285108,45.0687138,156.27460324,1444516.5,1453146.875,1.00597457696053,"Above",32221
"Kharkiv_apr_2022_05","104005003FDC9500","Kharkiv","Kharkiv","Kharkivska","apr_2022_05","2022-04-05 08:37:30",2022-04-05 08:37:30,2022,4,5,8,"Tuesday",386.9412351,261.8792278,0.67679328,"0.677",1,"War news / Urban area 1",0.3,0.43285435,11.896423,44.584385,158.85695,1444516.5,989490.75,0.684997886836184,"Above",14000
"Kharkiv_apr_2022_07","105054001CDDCC00","Kharkiv","Kharkiv","Kharkivska","apr_2022_07","2022-04-07 07:55:58",2022-04-07 07:55:58,2022,4,7,7,"Thursday",386.9412351,204.4244065,0.528308663,"0.528",1,"War news / Urban area 1",0.5,0.011583421,50.049816,41.92954,145.40076,1444516.5,788861,0.546107296109113,"Above",170
"Kharkiv_aug_2021_02","104001006C281500","Kharkiv","Kharkiv","Kharkivska","aug_2021_02","2021-08-02 08:55:54",2021-08-02 08:55:54,2021,8,2,8,"Monday",386.9412351,183.4344723,0.47406287,"0.474",1,"War news / Urban area 1",0.3,0.0045488593,27.775461,56.639652,160.13216,1444516.5,852913.125,0.590448862993258,"Above",35406
"Kharkiv_aug_2022_22","1040010079089900","Kharkiv","Kharkiv","Kharkivska","aug_2022_22","2022-08-22 08:49:52",2022-08-22 08:49:52,2022,8,22,8,"Monday",386.9412351,195.8411937,0.50612645,"0.506",1,"War news / Urban area 1",0.3,0.11767156,23.990671,50.65628,161.23346,1444516.5,1074909.375,0.744130908162004,"Above",21111
"Kharkiv_feb_2021_19","10300100B5D71B00","Kharkiv","Kharkiv","Kharkivska","feb_2021_19","2021-02-19 08:44:45",2021-02-19 08:44:45,2021,2,19,8,"Friday",386.9412351,311.9319088,0.806148016,"0.806",1,"War news / Urban area 1",0.5,0,27.92448,27.458738,162.27628,1444516.5,1349715.875,0.934372071900875,"Above",126
"Kharkiv_feb_2022_20","10300100CE845300,10300100CE4EE600","Kharkiv","Kharkiv","Kharkivska","feb_2022_20","2022-02-20 09:01:33,2022-02-20 09:01:43",2022-02-20 09:01:33,2022,2,20,9,"Sunday",386.9412351,386.9440486,1.000007271,"0.791,0.209",2,"War news / Urban area 1",0.5,0.088208982795,24.383238765,28.456458308,166.86172693,1444516.5,1453146.875,1.00597457696053,"Above",8074
"Kharkiv_jan_2021_18","10300100B202AD00","Kharkiv","Kharkiv","Kharkivska","jan_2021_18","2021-01-18 08:23:43",2021-01-18 08:23:43,2021,1,18,8,"Monday",386.9412351,312.8393838,0.808493268,"0.808",1,"War news / Urban area 1",0.5,0.033114374,24.741793,17.420311,159.92104,1444516.5,1272645.375,0.881018233436586,"Above",95
"Kharkiv_jul_2021_14","104001006CC4A300","Kharkiv","Kharkiv","Kharkivska","jul_2021_14","2021-07-14 08:54:48",2021-07-14 08:54:48,2021,7,14,8,"Wednesday",386.9412351,206.8529841,0.53458501,"0.535",1,"War news / Urban area 1",0.3,0.0050175725,27.489943,60.363464,157.99377,1444516.5,983526.75,0.680869169718726,"Above",44792
"Kharkiv_jul_2021_15","10300100C2A7AB00","Kharkiv","Kharkiv","Kharkivska","jul_2021_15","2021-07-15 09:03:27",2021-07-15 09:03:27,2021,7,15,9,"Thursday",386.9412351,281.7636185,0.728181938,"0.728",1,"War news / Urban area 1",0.5,0.10241036,23.336617,60.70487,161.98318,1444516.5,1334815.625,0.924057028770526,"Above",22377
"Kharkiv_jul_2022_09","10300100D61CE900","Kharkiv","Kharkiv","Kharkivska","jul_2022_09","2022-07-09 08:41:33",2022-07-09 08:41:33,2022,7,9,8,"Saturday",386.9412351,231.316517,0.597807874,"0.598",1,"War news / Urban area 1",0.4,0,14.83836,60.203587,151.86041,1444516.5,1221178.875,0.845389356923233,"Above",13172
"Kharkiv_jun_2020_09","105001001DB09300,105001001DB09200","Kharkiv","Kharkiv","Kharkivska","jun_2020_09","2020-06-09 08:33:50,2020-06-09 08:33:21",2020-06-09 08:33:50,2020,6,9,8,"Tuesday",386.9412351,386.942224,1.000002556,"0.776,0.224",2,"War news / Urban area 1",0.4,2.154207104e-05,15.841924768,60.706379008,150.63281752,1444516.5,1453146.875,1.00597457696053,"Above",42047
"Kharkiv_jun_2021_24","10300100C17FF800","Kharkiv","Kharkiv","Kharkivska","jun_2021_24","2021-06-24 08:37:41",2021-06-24 08:37:41,2021,6,24,8,"Thursday",386.9412351,165.8416842,0.428596565,"0.429",1,"War news / Urban area 1",0.4,0.19300304,9.940916,61.191654,150.66217,1444516.5,746703.1875,0.516922574093131,"Above",12597
"Kharkiv_jun_2022_15","10300100D4C9B500","Kharkiv","Kharkiv","Kharkivska","jun_2022_15","2022-06-15 08:26:05",2022-06-15 08:26:05,2022,6,15,8,"Wednesday",386.9412351,275.8172485,0.712814307,"0.713",1,"War news / Urban area 1",0.5,0.064092346,26.514935,60.22948,146.53668,1444516.5,1301008.875,0.900653523168479,"Above",3902
"Kharkiv_mar_2020_01","104005001FDC5100,104005001FDC5000","Kharkiv","Kharkiv","Kharkivska","mar_2020_01","2020-03-01 09:05:51,2020-03-01 09:05:28",2020-03-01 09:05:51,2020,3,1,9,"Sunday",386.9412351,386.9422281,1.000002566,"0.655,0.345",2,"War news / Urban area 1",0.3,0.02665152157,21.66440681,32.19361797,167.8438229,1444516.5,1453146.875,1.00597457696053,"Above",19392
"Kharkiv_mar_2022_16","10300100CF921000","Kharkiv","Kharkiv","Kharkivska","mar_2022_16","2022-03-16 09:16:18",2022-03-16 09:16:18,2022,3,16,9,"Wednesday",386.9412351,364.7925962,0.942759683,"0.943",1,"War news / Urban area 1",0.5,0.20065442,39.59607,38.169296,171.28175,1444516.5,1427120.5,0.987957216134257,"Above",11
"Kharkiv_may_2021_22","10300100BE4CC800","Kharkiv","Kharkiv","Kharkivska","may_2021_22","2021-05-22 08:53:20",2021-05-22 08:53:20,2021,5,22,8,"Saturday",386.9412351,241.4630307,0.624030237,"0.624",1,"War news / Urban area 1",0.5,0,14.917862,59.684875,162.04506,1444516.5,1231358.75,0.852436611142898,"Above",21588
"Kharkiv_may_2021_25","104001006ACC1E00","Kharkiv","Kharkiv","Kharkivska","may_2021_25","2021-05-25 09:01:10",2021-05-25 09:01:10,2021,5,25,9,"Tuesday",386.9412351,219.2321477,0.566577371,"0.567",1,"War news / Urban area 1",0.3,0.006934465,28.581863,60.5608,165.31482,1444516.5,1051250.875,0.727752763640983,"Above",55285
"Kharkiv_may_2021_28","10300100BFBC7400","Kharkiv","Kharkiv","Kharkivska","may_2021_28","2021-05-28 08:32:32",2021-05-28 08:32:32,2021,5,28,8,"Friday",386.9412351,185.4277148,0.479214149,"0.479",1,"War news / Urban area 1",0.5,0.027117403,17.601395,59.41338,151.93852,1444516.5,858212.9375,0.594117780932236,"Above",10949
"Kharkiv_may_2022_05","10300100D225BE00","Kharkiv","Kharkiv","Kharkivska","may_2022_05","2022-05-05 08:36:10",2022-05-05 08:36:10,2022,5,5,8,"Thursday",386.9412351,245.9317619,0.6355791,"0.636",1,"War news / Urban area 1",0.5,0.00025056125,19.498451,54.650856,156.52158,1444516.5,1262247.125,0.873819804065928,"Above",8049
"Kharkiv_may_2022_20","1040050042DC2A00","Kharkiv","Kharkiv","Kharkivska","may_2022_20","2022-05-20 08:44:49",2022-05-20 08:44:49,2022,5,20,8,"Friday",386.9412351,246.4300191,0.636866782,"0.637",1,"War news / Urban area 1",0.3,0.009208983,9.331826,58.849823,158.60352,1444516.5,901668.5625,0.62420094370677,"Above",26432
"Kharkiv_nov_2021_17","10300100C8402800","Kharkiv","Kharkiv","Kharkivska","nov_2021_17","2021-11-17 08:57:20",2021-11-17 08:57:20,2021,11,17,8,"Wednesday",386.9412351,309.758364,0.800530768,"0.801",1,"War news / Urban area 1",0.5,0.00043455424,27.838425,20.938765,174.29924,1444516.5,1355270.375,0.938217303159915,"Above",6192
"Kharkiv_oct_2020_08","104005002ADC3700","Kharkiv","Kharkiv","Kharkivska","oct_2020_08","2020-10-08 08:56:00",2020-10-08 08:56:00,2020,10,8,8,"Thursday",386.9412351,270.5909516,0.699307613,"0.699",1,"War news / Urban area 1",0.3,0,23.638086,33.800507,172.16077,1444516.5,1150749.5,0.79663299103887,"Above",30937
"Kharkiv_oct_2021_10","10300100C70A9300,10300100C662B200","Kharkiv","Kharkiv","Kharkivska","oct_2021_10","2021-10-10 08:57:47,2021-10-10 08:58:38",2021-10-10 08:57:47,2021,10,10,8,"Sunday",386.9412351,326.3276836,0.843352049,"0.512,0.332",2,"War news / Urban area 1",0.5,0.00735642631279621,21.1177491753555,33.1828012559242,172.954468530806,1444516.5,1246219.875,0.862724569085919,"Above",11961
"Kharkiv_sep_2022_01","10300100DA274600","Kharkiv","Kharkiv","Kharkivska","sep_2022_01","2022-09-01 08:54:18",2022-09-01 08:54:18,2022,9,1,8,"Thursday",386.9412351,338.5765053,0.875007558,"0.875",1,"War news / Urban area 1",0.5,0.16849472,34.405922,47.562393,164.95374,1444516.5,1379615.375,0.955070693204266,"Above",1457
"Kherson_apr_2020_24","1050050095DD6B00","Kherson","Kherson","Khersonska","apr_2020_24","2020-04-24 08:52:27",2020-04-24 08:52:27,2020,4,24,8,"Friday",132.7232804,91.93362064,0.692671401,"0.693",1,"War news / Urban area 1",0.4,0,6.626244,54.64763,156.18317,326290.53125,220452.421875,0.675632299320669,"Above",2704
"Kherson_apr_2020_29","103005009EF9A800","Kherson","Kherson","Khersonska","apr_2020_29","2020-04-29 08:54:25",2020-04-29 08:54:25,2020,4,29,8,"Wednesday",132.7232804,62.80505983,0.47320304,"0.473",1,"War news / Urban area 1",0.5,0,23.590197,56.41047,156.8161,326290.53125,214729.90625,0.658094200366104,"Above",1799
"Kherson_apr_2022_15","103054001ADF2600","Kherson","Kherson","Khersonska","apr_2022_15","2022-04-15 09:14:16",2022-04-15 09:14:16,2022,4,15,9,"Friday",132.7232804,132.7081403,0.999885927,"1",1,"War news / Urban area 1",0.5,0.28270075,23.754332,52.4798,165.38947,326290.53125,326733,1.00135605758557,"Above",1461
"Kherson_aug_2019_19","1040050018DC4300,1040050018DC4400,1040050018DC4200","Kherson","Kherson","Khersonska","aug_2019_19","2019-08-19 09:14:30,2019-08-19 09:14:43,2019-08-19 09:14:14",2019-08-19 09:14:30,2019,8,19,9,"Monday",132.7232804,132.7233075,1.000000204,"0.712,0.271,0.018",3,"War news / Urban area 1",0.3,0.000115899698301698,11.4903951818182,55.4117797242757,163.215039040959,326290.53125,326736.46875,1.00136668844876,"Above",11072
"Kherson_aug_2021_22","10300100C4571200,10300100C4B4E300","Kherson","Kherson","Khersonska","aug_2021_22","2021-08-22 09:05:20,2021-08-22 09:04:36",2021-08-22 09:05:20,2021,8,22,9,"Sunday",132.7232804,132.7232966,1.000000122,"0.918,0.082",2,"War news / Urban area 1",0.5,0.01292187774,23.261544216,53.93593166,160.11065052,326290.53125,326736.46875,1.00136668844876,"Above",1709
"Kherson_aug_2022_19","10300100D86AB200","Kherson","Kherson","Khersonska","aug_2022_19","2022-08-19 08:32:53",2022-08-19 08:32:53,2022,8,19,8,"Friday",132.7232804,108.5037532,0.817518621,"0.818",1,"War news / Urban area 1",0.5,0.06848595,30.38119,52.281513,146.95537,326290.53125,322795.5,0.989288591254516,"Above",226
"Kherson_jul_2019_12","1040050016DC8800,1040050016DC8700","Kherson","Kherson","Khersonska","jul_2019_12","2019-07-12 09:10:31,2019-07-12 09:10:12",2019-07-12 09:10:31,2019,7,12,9,"Friday",132.7232804,98.84669507,0.744757775,"0.723,0.021",2,"War news / Urban area 1",0.3,0.153482264032258,13.1123140927419,63.9550001612903,155.966883991935,326290.53125,317474.71875,0.972981709073116,"Above",9384
"Kherson_mar_2021_04","104005002EDC1B00,104005002EDC1D00","Kherson","Kherson","Khersonska","mar_2021_04","2021-03-04 09:09:23,2021-03-04 09:09:58",2021-03-04 09:09:23,2021,3,4,9,"Thursday",132.7232804,132.7233012,1.000000156,"0.653,0.347",2,"War news / Urban area 1",0.3,0.0031964206767,27.78128257,36.068572435,164.06211226,326290.53125,326736.46875,1.00136668844876,"Above",8929
"Kherson_mar_2022_16","105054001ADDD700","Kherson","Kherson","Khersonska","mar_2022_16","2022-03-16 09:33:20",2022-03-16 09:33:20,2022,3,16,9,"Wednesday",132.7232804,132.7232804,1,"1",1,"War news / Urban area 1",0.5,0,46.788223,41.541237,171.6719,326290.53125,326736.46875,1.00136668844876,"Above",42
"Kherson_mar_2022_31","105054001BDDD700","Kherson","Kherson","Khersonska","mar_2022_31","2022-03-31 08:39:16",2022-03-31 08:39:16,2022,3,31,8,"Thursday",132.7232804,132.7232804,1,"1",1,"War news / Urban area 1",0.5,0.016858496,40.646004,44.744167,153.18112,326290.53125,326736.46875,1.00136668844876,"Above",287
"Kherson_nov_2021_11","104005003ADCD400,104005003ADCD300","Kherson","Kherson","Khersonska","nov_2021_11","2021-11-11 08:54:40,2021-11-11 08:54:30",2021-11-11 08:54:40,2021,11,11,8,"Thursday",132.7232804,132.7232945,1.000000106,"0.547,0.453",2,"War news / Urban area 1",0.3,0.00053341860347,20.094062014,25.462032142,169.68652583,326290.53125,326736.46875,1.00136668844876,"Above",10671
"Khmelnytskyi_aug_2020_15","10300500A6F98B00","Khmelnytskyi","Khmelnytskyy","Khmelnytska","aug_2020_15","2020-08-15 09:14:18",2020-08-15 09:14:18,2020,8,15,9,"Saturday",174.2741859,107.1128454,0.614622555,"0.615",1,"Urban area 1",0.4,0.038058773,2.9833999,52.376602,154.62637,290621.875,193260.890625,0.664990860116775,"Above",1244
"Khmelnytskyi_aug_2020_26","1040050028DC7000","Khmelnytskyi","Khmelnytskyy","Khmelnytska","aug_2020_26","2020-08-26 09:17:38",2020-08-26 09:17:38,2020,8,26,9,"Wednesday",174.2741859,100.4538366,0.5764126,"0.576",1,"Urban area 1",0.3,0.04113609,25.887842,49.24713,158.43094,290621.875,173835.703125,0.598150786567597,"Above",5859
"Khmelnytskyi_feb_2021_25","104005002DDCEA00","Khmelnytskyi","Khmelnytskyy","Khmelnytska","feb_2021_25","2021-02-25 08:59:20",2021-02-25 08:59:20,2021,2,25,8,"Thursday",174.2741859,146.5244931,0.840769918,"0.841",1,"Urban area 1",0.3,0,28.940556,28.893463,155.73627,290621.875,271233.40625,0.933286271895397,"Above",1671
"Khmelnytskyi_jan_2020_25","104005001EDC2100","Khmelnytskyi","Khmelnytskyy","Khmelnytska","jan_2020_25","2020-01-25 09:35:07",2020-01-25 09:35:07,2020,1,25,9,"Saturday",174.2741859,94.89369155,0.544508018,"0.545",1,"Urban area 1",0.4,0,29.615286,20.89021,167.68256,290621.875,175196.625,0.602833578855687,"Above",798
"Khmelnytskyi_jul_2019_01","1050050066DD5700,1050050066DD5800","Khmelnytskyi","Khmelnytskyy","Khmelnytska","jul_2019_01","2019-07-01 09:08:16,2019-07-01 09:08:37",2019-07-01 09:08:16,2019,7,1,9,"Monday",174.2741859,174.2741866,1.000000004,"0.685,0.315",2,"Urban area 1",0.5,0,25.78502427,60.72973671,147.013705,290621.875,290817.53125,1.00067323304552,"Above",4491
"Khmelnytskyi_jul_2022_02","10300100D531FF00","Khmelnytskyi","Khmelnytskyy","Khmelnytska","jul_2022_02","2022-07-02 09:40:02",2022-07-02 09:40:02,2022,7,2,9,"Saturday",174.2741859,111.5587827,0.640133718,"0.64",1,"Urban area 1",0.5,0.0017920573,20.192587,62.887695,161.50882,290621.875,223295.046875,0.768335304680695,"Above",4585
"Khmelnytskyi_jun_2019_13","103005008CF93E00","Khmelnytskyi","Khmelnytskyy","Khmelnytska","jun_2019_13","2019-06-13 09:14:28",2019-06-13 09:14:28,2019,6,13,9,"Thursday",174.2741859,138.7988117,0.796439306,"0.796",1,"Urban area 1",0.5,0.14133179,25.651474,61.662155,151.43105,290621.875,262382.4375,0.902830998182776,"Above",2626
