"Image","legacyId","City","Oblast","Raion","Date","acquisitionDate","DateTime","Year","Month","Day","Hour","WeekDay","AOI_area_sqkm","AOI_area_covered_sqkm","AOI_area_covered_perc","Perc_area_covered_by_feature","N_features_in_img","Selection_reason","Image_resolution","cloudCover","offNadirAngle","sunElevation","sunAzimuth","Npop_aoi","Npop_img","Proportion","Pop_threshold","Ncars"
"Chernihiv_mar_2022_18","1040010075A1F000,10400100754F6400","Chernihiv","Chernihiv","Chernihivska","mar_2022_18","2022-03-18 08:53:31,2022-03-18 08:53:16",2022-03-18 08:53:31,2022,3,18,8,"Friday",120.4986872,120.4986871,0.999999999,"0.807,0.193",2,"Urban area 1",0.4,0,30.43185341,35.731116502,158.36040216,295522.96875,296464.25,1.00318513736506,"Above",1467
"Chernihiv_mar_2022_19","10300100D0766D00,10300100D08E7900","Chernihiv","Chernihiv","Chernihivska","mar_2022_19","2022-03-19 09:07:17,2022-03-19 09:07:07",2022-03-19 09:07:17,2022,3,19,9,"Saturday",120.4986872,120.4986799,0.999999939,"0.832,0.168",2,"Urban area 1",0.4,0.00075351471936,12.48404856,36.799201816,162.5345476,295522.96875,296464.25,1.00318513736506,"Above",920
"Chernihiv_mar_2022_20","1040010075278F00,104001007385F000","Chernihiv","Chernihiv","Chernihivska","mar_2022_20","2022-03-20 09:24:38,2022-03-20 09:24:25",2022-03-20 09:24:38,2022,3,20,9,"Sunday",120.4986872,120.4986731,0.999999883,"0.777,0.223",2,"Urban area 1",0.3,0.0004224334277,28.176540043,37.914741394,167.92872729,295522.96875,296464.25,1.00318513736506,"Above",1814
"Chernihiv_mar_2022_21","10300100CFC01F00,10300100D0045A00","Chernihiv","Chernihiv","Chernihivska","mar_2022_21","2022-03-21 09:33:22,2022-03-21 09:33:33",2022-03-21 09:33:22,2022,3,21,9,"Monday",120.4986872,120.4990788,1.00000325,"0.917,0.083",2,"Urban area 1",0.5,0,29.520739183,38.612065992,170.88345059,295522.96875,296464.25,1.00318513736506,"Above",240
"Chernihiv_mar_2022_22","10300100D061CD00,10300100D0A65100","Chernihiv","Chernihiv","Chernihivska","mar_2022_22","2022-03-22 08:55:53,2022-03-22 08:55:43",2022-03-22 08:55:53,2022,3,22,8,"Tuesday",120.4986872,120.4986863,0.999999993,"0.614,0.386",2,"Urban area 1",0.5,0,23.76039572,37.432983612,158.99449416,295522.96875,296464.25,1.00318513736506,"Above",150
"Chernihiv_sep_2020_06","10500500B2DD7E00","Chernihiv","Chernihiv","Chernihivska","sep_2020_06","2020-09-06 09:26:08",2020-09-06 09:26:08,2020,9,6,9,"Sunday",120.4986872,114.5630854,0.950741357,"0.951",1,"Urban area 1",0.5,0,27.303535,44.544796,170.4917,295522.96875,284435.4375,0.96248165989636,"Above",583
"Chernihiv_sep_2021_15","10300500BEF93E00","Chernihiv","Chernihiv","Chernihivska","sep_2021_15","2021-09-15 09:19:06",2021-09-15 09:19:06,2021,9,15,9,"Wednesday",120.4986872,120.4986872,1,"1",1,"Urban area 1",0.4,0.004509491,15.047367,41.131733,169.70956,295522.96875,296464.25,1.00318513736506,"Above",4790
"Chernihiv_sep_2022_04","1040050048DC2500","Chernihiv","Chernihiv","Chernihivska","sep_2022_04","2022-09-04 08:57:40",2022-09-04 08:57:40,2022,9,4,8,"Sunday",120.4986872,69.08250419,0.573305036,"0.573",1,"Urban area 1",0.3,0.039390337,13.468804,44.33753,160.39087,295522.96875,258605.015625,0.875075858634085,"Above",5338
"Chernivtsi_aug_2020_04","10300500A5F9B100","Chernivtsi","Chernivtsi","Chernivetska","aug_2020_04","2020-08-04 09:19:22",2020-08-04 09:19:22,2020,8,4,9,"Tuesday",287.7514522,172.0755298,0.598000561,"0.598",1,"Urban area 1",0.4,0.077192694,12.679078,56.342403,151.93001,325867.46875,209534.859375,0.643006373660918,"Above",54
"Chernivtsi_aug_2021_08","10300500BBF8F600,10300500BBF8F700","Chernivtsi","Chernivtsi","Chernivetska","aug_2021_08","2021-08-08 09:20:53,2021-08-08 09:21:02",2021-08-08 09:20:53,2021,8,8,9,"Sunday",287.7514522,268.7931839,0.934115821,"0.759,0.175",2,"Urban area 1",0.5,0,21.4441335781585,55.5504909635974,153.511386991435,325867.46875,323488.4375,0.9926993901566,"Above",4709
"Chernivtsi_feb_2020_23","103005009AF8F400,103005009AF8F300","Chernivtsi","Chernivtsi","Chernivetska","feb_2020_23","2020-02-23 09:23:56,2020-02-23 09:23:45",2020-02-23 09:23:56,2020,2,23,9,"Sunday",287.7514522,263.9052438,0.917129147,"0.505,0.412",2,"Urban area 1",0.5,0,12.1616522726281,30.1285282006543,161.178290741549,325867.46875,321352.15625,0.986143715059007,"Above",1544
"Chernivtsi_feb_2021_04","10300500ADF98600,10300500ADF98500","Chernivtsi","Chernivtsi","Chernivetska","feb_2021_04","2021-02-04 09:36:59,2021-02-04 09:36:49",2021-02-04 09:36:59,2021,2,4,9,"Thursday",287.7514522,287.7515069,1.00000019,"0.822,0.178",2,"Urban area 1",0.5,0.17008337012,22.015628326,24.673617758,165.96004298,325867.46875,326638.34375,1.00236560894819,"Above",671
"Chernivtsi_feb_2021_26","10300500AFF8A100,10300500AFF8A200","Chernivtsi","Chernivtsi","Chernivetska","feb_2021_26","2021-02-26 09:26:44,2021-02-26 09:27:10",2021-02-26 09:26:44,2021,2,26,9,"Friday",287.7514522,287.7514327,0.999999932,"0.620,0.380",2,"Urban area 1",0.5,0,24.00947276,31.65107314,161.872877,325867.46875,326638.34375,1.00236560894819,"Above",2722
"Chernivtsi_jul_2019_29","103001009798C300","Chernivtsi","Chernivtsi","Chernivetska","jul_2019_29","2019-07-29 09:21:34",2019-07-29 09:21:34,2019,7,29,9,"Monday",287.7514522,210.735404,0.732352182,"0.732",1,"Urban area 1",0.5,0,21.711962,58.197342,151.75957,325867.46875,268904.59375,0.825196190284029,"Above",526
"Chernivtsi_mar_2019_01","1030050083F8E000,1030050083F8E100","Chernivtsi","Chernivtsi","Chernivetska","mar_2019_01","2019-03-01 09:42:08,2019-03-01 09:42:16",2019-03-01 09:42:08,2019,3,1,9,"Friday",287.7514522,287.7515159,1.000000221,"0.629,0.371",2,"Urban area 1",0.5,0.10031669451,19.088491389,33.349392208,166.16209113,325867.46875,326638.34375,1.00236560894819,"Above",3283
"Chernivtsi_mar_2019_03","1050050048DD5100,1050050048DD5000","Chernivtsi","Chernivtsi","Chernivetska","mar_2019_03","2019-03-03 09:30:24,2019-03-03 09:30:02",2019-03-03 09:30:24,2019,3,3,9,"Sunday",287.7514522,287.7514504,0.999999994,"0.751,0.249",2,"Urban area 1",0.4,0,23.012143634,33.588701547,162.70908206,325867.46875,326638.34375,1.00236560894819,"Above",7033
"Chernivtsi_may_2020_01","10300100A5576E00","Chernivtsi","Chernivtsi","Chernivetska","may_2020_01","2020-05-01 09:20:18",2020-05-01 09:20:18,2020,5,1,9,"Friday",287.7514522,260.4807449,0.905228255,"0.905",1,"Urban area 1",0.5,0.09577185,24.798618,55.174515,157.14752,325867.46875,311169.0625,0.954894527194194,"Above",271
"Chernivtsi_may_2022_20","10300100D36AE300","Chernivtsi","Chernivtsi","Chernivetska","may_2022_20","2022-05-20 09:25:58",2022-05-20 09:25:58,2022,5,20,9,"Friday",287.7514522,177.5130871,0.616897276,"0.617",1,"Urban area 1",0.5,0.023018375,33.877155,60.309616,157.38116,325867.46875,271434.34375,0.832959315611341,"Above",1835
"Chernivtsi_oct_2019_10","103001009B237400,103001009CD76800","Chernivtsi","Chernivtsi","Chernivetska","oct_2019_10","2019-10-10 09:31:52,2019-10-10 09:32:02",2019-10-10 09:31:52,2019,10,10,9,"Thursday",287.7514522,286.3649575,0.995181624,"0.679,0.316",2,"Urban area 1",0.4,0.0364704776331658,12.9344016613065,34.8419580100502,170.507601718593,325867.46875,326556.0625,1.00211310982542,"Above",3075
